,Event,Date,Result,Opponent,Magnus Color,a pawn,b pawn,c pawn,d pawn,e pawn,f pawn,g pawn,h pawn,queen-side rook,queen-side knight,queen-side bishop,queen,king,king-side bishop,king-side knight,king-side rook
1807,World Rapid 2015,2015.10.12,1-0,"Ivanchuk,V",White,1.0,2.414213562373095,4.0,2.414213562373095,2.0,1.0,5.0,5.0,12.0,2.23606797749979,5.656854249492381,5.242640687119285,20.485281374238575,5.656854249492381,13.416407864998739,41.0
1808,World Rapid 2015,2015.10.12,1/2-1/2,"Dominguez Perez,L",Black,2.414213562373095,2.0,0.0,2.0,6.47213595499958,0,0,1.0,0.0,6.708203932499369,11.31370849898476,7.82842712474619,6.0,17.899494936611667,6.708203932499369,3.0
1809,World Rapid 2015,2015.10.12,1/2-1/2,"Mamedyarov,S",Black,1.0,1.0,2.0,2.0,2.414213562373095,1.0,2.414213562373095,1.0,28.0,8.94427190999916,2.8284271247461903,27.14213562373095,9.242640687119286,16.970562748477143,17.88854381999832,11.0
1810,World Blitz 2015,2015.10.13,0-1,"Nikolic,Pr",Black,1.0,2.0,2.0,7.656854249492381,5.650281539872885,0,0,0,0.0,2.23606797749979,7.0710678118654755,16.899494936611664,2.0,4.242640687119286,2.23606797749979,3.0
1811,World Blitz 2015,2015.10.13,1-0,"Akopian,Vl",White,1.0,1.0,2.414213562373095,2.0,3.0,0,0,1.0,0.0,2.23606797749979,2.8284271247461903,4.0,2.0,16.970562748477143,2.23606797749979,3.0
1812,World Blitz 2015,2015.10.13,0-1,"Eljanov,P",Black,3.0,10.414213562373096,4.82842712474619,3.414213562373095,1.0,0,1.0,2.0,28.071067811865476,17.88854381999832,33.72792206135786,21.97056274847714,6.414213562373095,4.242640687119286,4.47213595499958,20.82842712474619
1813,World Blitz 2015,2015.10.13,1-0,"Fressinet,L",White,3.82842712474619,2.0,3.0,4.414213562373095,4.82842712474619,2.0,1.0,1.0,9.0,8.94427190999916,7.0710678118654755,15.0,4.0,4.242640687119286,6.708203932499369,2.0
1814,World Blitz 2015,2015.10.13,1/2-1/2,"Petrosian,TL",Black,4.82842712474619,0.0,10.899494936611665,2.0,6.242640687119285,3.0,3.0,3.0,15.313708498984763,8.94427190999916,32.52691193458119,7.242640687119286,14.899494936611667,23.38477631085024,2.23606797749979,18.0
1815,World Blitz 2015,2015.10.13,1-0,"Vachier Lagrave,M",White,1.0,1.0,3.414213562373095,4.0,1.0,0,2.414213562373095,0,9.0,2.23606797749979,8.485281374238571,17.31370849898476,14.656854249492381,1.4142135623730951,11.180339887498949,30.0
1816,World Blitz 2015,2015.10.13,1/2-1/2,"Aronian,L",White,3.0,3.0,2.0,2.0,3.414213562373095,1.0,3.414213562373095,1.0,14.0,4.47213595499958,38.183766184073555,11.82842712474619,3.0,14.142135623730953,4.47213595499958,10.0
1817,World Blitz 2015,2015.10.13,0-1,"Andreikin,D",Black,3.82842712474619,2.0,2.0,5.414213562373095,4.0,2.0,0,1.0,6.0,11.180339887498949,5.65685424949238,9.071067811865476,3.414213562373095,8.071067811865476,2.23606797749979,2.0
1818,World Blitz 2015,2015.10.13,1-0,"Vallejo Pons,F",White,2.0,0.0,5.414213562373095,3.0,2.414213562373095,0,0,0,14.0,6.708203932499369,4.242640687119285,9.899494936611667,4.414213562373095,2.8284271247461903,6.708203932499369,10.0
1819,World Blitz 2015,2015.10.13,0-1,"Socko,B",Black,0,1.4142135623730951,1.0,2.0,3.414213562373095,0,0,4.82842712474619,0.0,8.94427190999916,15.556349186104047,7.656854249492381,3.414213562373095,11.31370849898476,8.94427190999916,8.0
1820,World Blitz 2015,2015.10.13,0-1,"Karjakin,Sergey",White,2.414213562373095,1.0,3.414213562373095,2.0,1.0,0,1.0,2.0,0.0,6.708203932499369,9.899494936611664,9.414213562373096,6.82842712474619,7.0710678118654755,24.596747752497688,21.0
1821,World Blitz 2015,2015.10.14,1/2-1/2,"Kramnik,V",Black,3.82842712474619,5.650281539872885,9.122417494872465,2.0,5.47213595499958,0,2.0,0,11.0,33.54101966249685,19.66562126173752,4.82842712474619,11.485281374238571,5.06449510224598,2.23606797749979,25.656854249492383
1822,World Blitz 2015,2015.10.14,1-0,"Radjabov,T",Black,1.0,1.0,5.82842712474619,3.414213562373095,2.414213562373095,8.242640687119284,3.0,3.414213562373095,10.0,6.708203932499369,27.556349186104047,8.65685424949238,6.82842712474619,5.242640687119286,21.30933009199091,5.0
1823,World Blitz 2015,2015.10.14,1/2-1/2,"Svidler,P",White,2.414213562373095,1.4142135623730951,2.414213562373095,2.0,3.414213562373095,2.0,0,1.0,4.0,8.94427190999916,8.48528137423857,60.52691193458119,3.414213562373095,11.313708498984763,4.47213595499958,3.0
1824,World Blitz 2015,2015.10.14,0-1,"Grischuk,A",White,2.414213562373095,1.0,4.414213562373095,3.414213562373095,3.0,2.0,2.0,3.414213562373095,4.0,4.47213595499958,8.48528137423857,24.65685424949238,6.0,22.627416997969522,4.47213595499958,10.0
1825,World Blitz 2015,2015.10.14,1/2-1/2,"Zhigalko,S",Black,2.0,5.82842712474619,0.0,3.414213562373095,13.180339887498949,0,1.0,0,0.0,8.94427190999916,9.485281374238571,7.414213562373095,8.414213562373096,12.727922061357855,2.23606797749979,12.0
1826,World Blitz 2015,2015.10.14,1-0,"Jones,G",White,1.0,2.0,3.414213562373095,1.0,2.414213562373095,2.0,1.0,2.0,10.0,24.596747752497688,8.485281374238571,6.0,7.414213562373095,5.656854249492381,2.23606797749979,26.0
1827,World Blitz 2015,2015.10.14,0-1,"Gelfand,B",Black,15.31370849898476,0.0,1.0,2.0,5.414213562373095,3.414213562373095,5.414213562373095,0,13.0,11.180339887498949,13.31370849898476,31.970562748477143,5.414213562373095,1.4142135623730951,8.70820393249937,8.0
1828,World Blitz 2015,2015.10.14,1/2-1/2,"Vovk,Y",Black,3.0,5.414213562373095,77.36753236814712,2.0,5.82842712474619,2.0,17.970562748477143,14.727922061357857,13.82842712474619,14.416407864998739,84.85281374238568,21.071067811865476,36.698484809834994,2.8284271247461903,8.94427190999916,80.0
1829,World Blitz 2015,2015.10.14,0-1,"Ivanchuk,V",White,0,3.0,2.0,3.0,2.414213562373095,1.4142135623730951,1.0,2.0,5.0,6.708203932499369,7.0710678118654755,13.727922061357859,3.0,11.313708498984761,6.708203932499369,7.0
1830,World Blitz 2015,2015.10.14,1-0,"Tomashevsky,E",White,2.0,2.414213562373095,2.0,3.0,2.0,2.414213562373095,2.414213562373095,2.0,14.0,4.47213595499958,2.8284271247461903,12.313708498984761,10.242640687119284,12.727922061357855,11.180339887498949,8.0
1831,20th European Teams,2015.11.15,0-1,"Aronian,L",White,2.0,2.0,1.0,2.414213562373095,2.0,0,0,0,16.0,22.360679774997898,7.0710678118654755,3.0,14.071067811865477,11.313708498984763,4.47213595499958,2.0
1832,20th European Teams,2015.11.16,1/2-1/2,"Hansen,SuB",Black,2.23606797749979,4.414213562373095,10.122417494872465,13.31370849898476,1.0,0,0,0,9.0,11.180339887498949,12.727922061357857,7.0710678118654755,4.0,8.485281374238571,13.416407864998739,19.656854249492383
1833,20th European Teams,2015.11.17,0-1,"Pelletier,Y",White,4.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,48.0,8.94427190999916,9.899494936611665,6.0,15.899494936611669,1.4142135623730951,4.47213595499958,10.0
1834,20th European Teams,2015.11.19,0-1,"Leko,P",Black,1.0,2.0,23.899494936611667,2.0,2.0,0,0,2.0,19.82842712474619,15.652475842498529,12.485281374238571,9.65685424949238,9.071067811865476,1.4142135623730951,6.708203932499369,13.0
1835,20th European Teams,2015.11.20,1/2-1/2,"Papaioannou,I",White,3.0,3.414213562373095,2.0,3.414213562373095,1.0,0,2.0,3.0,13.0,6.708203932499369,1.4142135623730951,7.242640687119285,6.414213562373095,5.65685424949238,4.47213595499958,12.0
1836,20th European Teams,2015.11.21,1/2-1/2,"Nisipeanu,LD",Black,1.0,2.0,1.4142135623730951,8.414213562373096,8.414213562373096,2.0,1.0,0,7.0,2.23606797749979,12.313708498984761,2.414213562373095,8.414213562373096,26.14213562373095,13.416407864998739,6.0
1837,20th European Teams,2015.11.22,1-0,"Wojtaszek,R",White,2.0,3.0,3.414213562373095,2.0,3.82842712474619,0,1.0,0,2.0,4.47213595499958,7.0710678118654755,14.65685424949238,2.0,5.656854249492381,20.12461179749811,7.0
1838,7th London Classic 2015,2015.12.04,1/2-1/2,"Vachier Lagrave,M",Black,1.0,5.414213562373095,12.358485472372255,1.0,2.0,0,5.656854249492381,0,8.0,4.47213595499958,5.656854249492381,3.8284271247461903,7.0,2.8284271247461903,2.23606797749979,2.0
1839,7th London Classic 2015,2015.12.05,1/2-1/2,"Caruana,F",White,0,0.0,3.414213562373095,4.0,2.0,2.0,1.0,0,5.0,8.94427190999916,5.65685424949238,27.142135623730955,5.0,19.798989873223334,4.47213595499958,18.0
1840,7th London Classic 2015,2015.12.06,1/2-1/2,"Anand,V",Black,2.0,3.414213562373095,1.0,2.8284271247461903,2.0,1.0,7.0,3.414213562373095,22.0,2.23606797749979,4.242640687119286,0.0,14.071067811865477,9.899494936611665,29.068883707497267,31.0
1841,7th London Classic 2015,2015.12.07,1/2-1/2,"Adams,Mi",White,2.414213562373095,2.0,3.414213562373095,2.0,3.414213562373095,3.0,2.0,4.414213562373095,39.0,8.94427190999916,4.242640687119286,7.071067811865475,14.899494936611667,39.59797974644666,2.23606797749979,14.0
1842,7th London Classic 2015,2015.12.08,1/2-1/2,"Aronian,L",Black,0,1.0,4.414213562373095,2.0,2.414213562373095,16.0,1.0,1.0,9.0,25.94427190999916,7.0710678118654755,10.071067811865476,8.65685424949238,5.656854249492381,9.122417494872465,7.0
1843,7th London Classic 2015,2015.12.10,1/2-1/2,"Giri,A",Black,12.313708498984761,4.414213562373095,3.414213562373095,2.414213562373095,3.414213562373095,2.0,2.414213562373095,0,28.798989873223334,17.88854381999832,9.307135789365265,20.313708498984763,4.414213562373095,25.455844122715714,14.358485472372255,17.65685424949238
1844,7th London Classic 2015,2015.12.11,1-0,"Nakamura,Hi",White,2.0,5.414213562373095,3.414213562373095,3.0,2.0,3.0,4.414213562373095,4.0,4.0,11.180339887498949,24.041630560342618,5.82842712474619,22.142135623730955,41.012193308819754,6.708203932499369,12.0
1845,7th London Classic 2015,2015.12.12,1/2-1/2,"Topalov,V",Black,1.0,1.0,3.414213562373095,2.0,3.0,2.0,2.0,3.414213562373095,106.0,49.193495504995354,15.48528137423857,11.656854249492381,21.72792206135786,27.798989873223334,8.122417494872465,5.0
1846,7th London Classic TB,2015.12.13,1/2-1/2,"Vachier Lagrave,M",Black,7.414213562373095,2.414213562373095,2.0,1.0,4.414213562373095,1.0,2.414213562373095,0,9.414213562373096,15.652475842498529,24.041630560342625,5.414213562373095,4.414213562373095,1.4142135623730951,6.708203932499369,16.0
1847,7th London Classic TB,2015.12.13,1-0,"Vachier Lagrave,M",White,0,1.0,5.414213562373095,2.0,4.414213562373095,1.0,2.0,0,3.0,11.180339887498949,4.242640687119286,4.414213562373095,20.48528137423857,8.485281374238571,4.47213595499958,30.0
1848,7th London Classic 2015,2015.12.13,1-0,"Grischuk,A",White,2.0,0.0,2.0,0.0,2.0,4.414213562373095,0,1.0,6.0,4.47213595499958,1.4142135623730951,11.071067811865476,6.414213562373095,15.556349186104047,17.88854381999832,9.0
1849,Qatar Masters Open 2015,2015.12.20,1/2-1/2,"Batsiashvili,N",White,3.0,2.0,2.0,3.0,2.414213562373095,0,1.0,3.414213562373095,29.0,2.23606797749979,11.313708498984761,5.82842712474619,7.82842712474619,4.242640687119286,17.88854381999832,10.0
1850,Qatar Masters Open 2015,2015.12.21,0-1,"Aravindh,Chithambaram VR.",Black,2.0,3.0,2.0,0.0,2.0,2.0,5.0,8.82842712474619,8.0,2.23606797749979,5.656854249492381,2.414213562373095,2.8284271247461903,5.656854249492381,11.180339887498949,10.0
1851,Qatar Masters Open 2015,2015.12.22,1-0,"Yuffa,D",White,0,1.0,2.0,4.414213562373095,2.414213562373095,0,1.0,4.0,2.0,4.47213595499958,14.142135623730953,1.0,2.0,1.4142135623730951,2.23606797749979,7.0
1852,Qatar Masters Open 2015,2015.12.23,0-1,"Duda,J",Black,3.414213562373095,3.0,16.830621427371835,1.0,10.414213562373096,6.0,0,1.0,7.0,20.70820393249937,8.485281374238571,17.65685424949238,3.0,14.14213562373095,2.23606797749979,8.0
1853,Qatar Masters Open 2015,2015.12.24,1-0,Li Chao2,White,0,0.0,3.414213562373095,4.414213562373095,5.414213562373095,2.0,2.0,4.414213562373095,5.0,2.23606797749979,2.8284271247461903,13.82842712474619,6.414213562373095,5.656854249492381,8.94427190999916,5.0
1854,Qatar Masters Open 2015,2015.12.26,1/2-1/2,"So,W",Black,3.0,12.65685424949238,3.0,1.0,13.071067811865476,0,0,1.0,1.0,11.180339887498949,7.0710678118654755,6.82842712474619,2.0,2.8284271247461903,2.23606797749979,11.0
1855,Qatar Masters Open 2015,2015.12.27,1/2-1/2,"Giri,A",White,1.0,2.0,4.0,2.0,4.82842712474619,0,1.0,0,23.0,4.47213595499958,7.0710678118654755,12.485281374238568,2.0,8.485281374238571,20.12461179749811,26.0
1856,Qatar Masters Open 2015,2015.12.28,0-1,"Mamedyarov,S",Black,0,0.0,4.414213562373095,7.65685424949238,2.414213562373095,2.0,0,1.0,3.0,6.708203932499369,2.8284271247461903,5.656854249492381,2.0,8.485281374238571,2.23606797749979,7.0
1857,Qatar Masters TB 2015,2015.12.29,1-0,Yu Yangyi,White,2.0,0.0,1.0,2.0,2.414213562373095,3.414213562373095,3.0,2.0,15.0,8.94427190999916,16.97056274847714,10.656854249492381,2.0,8.485281374238571,4.47213595499958,13.0
1858,Qatar Masters TB 2015,2015.12.29,0-1,Yu Yangyi,Black,0,1.0,4.414213562373095,0.0,2.414213562373095,0,0,0,0.0,6.708203932499369,11.899494936611665,0.0,2.0,11.313708498984761,2.23606797749979,7.0
1859,Qatar Masters Open 2015,2015.12.29,1/2-1/2,"Kramnik,V",White,0,0.0,1.0,2.0,2.0,0,0,1.0,11.0,8.94427190999916,5.65685424949238,21.38477631085023,2.0,16.970562748477143,4.47213595499958,11.0
1860,78th Tata Steel GpA,2016.01.16,1/2-1/2,"Navara,D",Black,2.0,2.0,3.414213562373095,2.0,2.414213562373095,0,2.0,1.0,10.0,15.652475842498529,1.4142135623730951,3.0,3.0,4.242640687119286,6.708203932499369,11.0
1861,78th Tata Steel GpA,2016.01.17,1/2-1/2,"Caruana,F",White,0,0.0,3.414213562373095,2.0,2.0,2.0,2.414213562373095,3.0,2.0,6.708203932499369,7.0710678118654755,4.414213562373095,5.414213562373095,2.8284271247461903,2.23606797749979,2.0
1862,78th Tata Steel GpA,2016.01.18,1/2-1/2,Wei Yi,Black,4.0,4.414213562373095,17.0,2.0,2.0,2.0,2.0,3.414213562373095,11.0,37.47213595499958,34.48528137423857,26.970562748477146,5.0,34.21320343559643,17.88854381999832,25.0
1863,78th Tata Steel GpA,2016.01.19,1/2-1/2,"Mamedyarov,S",White,0,1.0,3.414213562373095,3.414213562373095,1.0,0,1.0,0,8.0,6.708203932499369,7.071067811865475,18.485281374238568,5.0,8.485281374238571,6.708203932499369,11.0
1864,78th Tata Steel GpA,2016.01.21,0-1,"Van Wely,L",Black,0,0.0,11.313708498984761,2.0,1.0,0,1.0,1.4142135623730951,10.0,6.708203932499369,16.970562748477143,20.242640687119287,6.82842712474619,1.4142135623730951,4.47213595499958,20.414213562373096
1865,78th Tata Steel GpA,2016.01.22,1-0,"Tomashevsky,E",White,0,3.414213562373095,1.0,3.414213562373095,1.0,2.0,0,1.0,12.0,4.47213595499958,7.0710678118654755,6.65685424949238,2.0,7.0710678118654755,6.708203932499369,9.0
1866,78th Tata Steel GpA,2016.01.23,0-1,"Eljanov,P",Black,0,10.414213562373096,2.0,4.414213562373095,4.82842712474619,2.0,2.0,0,0.0,20.12461179749811,5.65685424949238,3.0,2.0,14.142135623730951,16.00876701224514,8.0
1867,78th Tata Steel GpA,2016.01.24,1/2-1/2,"Karjakin,Sergey",Black,3.414213562373095,0.0,1.0,1.0,2.0,0,1.0,0,13.828427124746192,8.94427190999916,1.4142135623730951,6.414213562373095,3.0,8.071067811865476,6.708203932499369,35.0
1868,78th Tata Steel GpA,2016.01.26,1-0,"Adams,Mi",White,5.0,2.0,2.0,2.0,3.0,2.0,5.414213562373095,1.0,10.0,31.304951684997057,8.485281374238571,11.414213562373096,14.485281374238571,9.899494936611665,8.94427190999916,8.0
1869,78th Tata Steel GpA,2016.01.27,1/2-1/2,"Giri,A",Black,7.0,3.82842712474619,2.0,10.48528137423857,1.0,0,2.414213562373095,1.0,16.0,11.180339887498949,1.4142135623730951,2.8284271247461903,3.0,11.31370849898476,2.23606797749979,6.0
1870,78th Tata Steel GpA,2016.01.29,1-0,Hou Yifan,White,3.414213562373095,3.0,1.0,3.414213562373095,2.0,2.0,4.414213562373095,2.0,12.0,2.23606797749979,4.242640687119286,44.79898987322333,10.071067811865476,8.485281374238571,8.94427190999916,4.0
1871,78th Tata Steel GpA,2016.01.30,1/2-1/2,"So,W",Black,2.0,1.0,5.650281539872885,2.0,1.0,0,0,0,3.0,2.23606797749979,2.8284271247461903,14.0,3.414213562373095,11.071067811865476,11.180339887498949,12.0
1872,78th Tata Steel GpA,2016.01.31,1/2-1/2,Ding Liren,White,0,1.0,3.0,3.414213562373095,2.0,2.0,2.0,3.414213562373095,10.0,8.94427190999916,49.49747468305831,7.0,19.142135623730955,9.899494936611667,4.47213595499958,103.0
1873,4th Norway Blitz 2016,2016.04.18,0-1,"Vachier Lagrave,M",Black,3.414213562373095,1.0,5.0,3.414213562373095,2.0,0,0,1.0,9.0,4.47213595499958,11.31370849898476,21.72792206135786,2.0,22.485281374238568,4.47213595499958,5.0
1874,4th Norway Blitz 2016,2016.04.18,1-0,"Eljanov,P",White,1.4142135623730951,1.0,4.82842712474619,2.0,3.0,0,0,1.0,3.0,11.180339887498949,5.656854249492381,11.071067811865476,2.0,7.0710678118654755,8.94427190999916,9.0
1875,4th Norway Blitz 2016,2016.04.18,1/2-1/2,"Grandelius,N",Black,25.0,29.414213562373096,10.122417494872465,8.414213562373096,1.0,0,2.0,3.414213562373095,38.0,13.594553449872045,12.899494936611667,10.950844619618655,7.414213562373095,7.0710678118654755,36.47213595499958,49.0
1876,4th Norway Blitz 2016,2016.04.18,1-0,"Harikrishna,P",White,5.414213562373095,3.0,3.414213562373095,2.0,3.414213562373095,2.0,3.414213562373095,0,7.0,4.47213595499958,5.656854249492381,4.0,12.071067811865476,5.656854249492381,6.708203932499369,7.0
1877,4th Norway Blitz 2016,2016.04.18,0-1,"Topalov,V",Black,3.414213562373095,2.0,0.0,2.414213562373095,2.0,1.4142135623730951,2.0,3.82842712474619,18.0,4.47213595499958,2.8284271247461903,11.65685424949238,8.65685424949238,2.8284271247461903,6.708203932499369,25.0
1878,4th Norway Blitz 2016,2016.04.18,1-0,"Kramnik,V",White,5.0,4.242640687119286,3.414213562373095,2.0,2.0,1.0,0,1.0,2.0,2.23606797749979,1.4142135623730951,13.727922061357857,4.414213562373095,8.48528137423857,6.708203932499369,13.0
1879,4th Norway Blitz 2016,2016.04.18,0-1,"Aronian,L",Black,5.414213562373095,2.0,4.650281539872885,2.0,8.30056307974577,6.414213562373095,0,1.0,13.0,4.47213595499958,2.8284271247461903,17.970562748477143,7.82842712474619,1.4142135623730951,6.708203932499369,31.38477631085024
1880,4th Norway Blitz 2016,2016.04.18,1-0,Li Chao2,White,0,1.4142135623730951,3.414213562373095,2.0,2.0,1.0,1.0,0,29.0,2.23606797749979,26.870057685088813,14.899494936611667,9.071067811865476,7.0710678118654755,6.708203932499369,21.0
1881,4th Norway Blitz 2016,2016.04.18,1-0,"Giri,A",Black,2.414213562373095,0.0,2.0,5.656854249492381,2.0,0,0,0,4.0,2.23606797749979,9.071067811865476,8.65685424949238,3.0,11.31370849898476,13.416407864998739,0.0
1882,4th Norway Chess 2016,2016.04.19,1-0,"Harikrishna,P",White,1.0,2.0,3.414213562373095,3.414213562373095,0.0,1.0,1.0,3.0,4.0,2.23606797749979,5.656854249492381,25.31370849898476,3.0,16.970562748477143,11.180339887498949,6.0
1883,4th Norway Chess 2016,2016.04.20,1/2-1/2,"Topalov,V",Black,2.0,0.0,1.0,2.0,2.414213562373095,1.0,1.0,1.4142135623730951,6.0,8.94427190999916,11.31370849898476,1.4142135623730951,2.0,11.899494936611665,6.708203932499369,15.0
1884,4th Norway Chess 2016,2016.04.21,1-0,"Grandelius,N",White,0,0.0,0.0,1.4142135623730951,5.414213562373095,0,0,2.414213562373095,12.0,2.23606797749979,8.48528137423857,13.48528137423857,3.82842712474619,11.31370849898476,2.23606797749979,15.0
1885,4th Norway Chess 2016,2016.04.22,1/2-1/2,Li Chao2,Black,3.414213562373095,0.0,3.82842712474619,2.0,1.0,0,0,1.0,13.0,11.180339887498949,24.21320343559643,14.242640687119284,2.0,2.8284271247461903,21.843766846610826,8.0
1886,4th Norway Chess 2016,2016.04.24,1/2-1/2,"Giri,A",White,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.414213562373095,19.0,8.94427190999916,2.8284271247461903,12.242640687119284,4.82842712474619,15.556349186104047,11.180339887498949,6.0
1887,4th Norway Chess 2016,2016.04.25,1/2-1/2,"Vachier Lagrave,M",Black,21.0,29.414213562373096,26.870057685088806,5.82842712474619,3.0,5.47213595499958,2.0,3.414213562373095,29.384776310850235,2.23606797749979,22.627416997969522,0.0,20.72792206135786,8.071067811865476,22.12461179749811,41.0
1888,4th Norway Chess 2016,2016.04.27,1-0,"Kramnik,V",White,0,1.0,3.414213562373095,2.0,3.82842712474619,0,5.414213562373095,3.0,2.0,26.832815729997478,7.0710678118654755,5.82842712474619,5.242640687119285,2.8284271247461903,17.88854381999832,20.0
1889,4th Norway Chess 2016,2016.04.28,1-0,"Aronian,L",Black,0,2.414213562373095,4.23606797749979,3.414213562373095,2.0,2.414213562373095,1.0,0,1.0,4.47213595499958,4.242640687119285,14.485281374238571,3.414213562373095,4.242640687119286,8.94427190999916,20.0
1890,4th Norway Chess 2016,2016.04.29,1-0,"Eljanov,P",White,3.414213562373095,2.0,3.414213562373095,2.0,1.0,0,1.0,0,8.0,8.94427190999916,9.899494936611665,18.899494936611667,2.0,7.0710678118654755,6.708203932499369,5.0
1891,ICC Open Final 2016,2016.06.05,1/2-1/2,"Hevia,A",White,3.414213562373095,0.0,3.82842712474619,2.0,2.0,3.414213562373095,1.4142135623730951,1.0,6.0,8.94427190999916,5.65685424949238,15.485281374238571,10.485281374238571,5.656854249492381,4.47213595499958,5.0
1892,ICC Open Final 2016,2016.06.05,0-1,"Hevia,A",Black,3.0,3.0,10.122417494872465,2.0,1.0,1.0,2.414213562373095,3.0,3.0,4.47213595499958,1.4142135623730951,15.65685424949238,1.0,4.242640687119286,2.23606797749979,5.0
1893,ICC Open Final 2016,2016.06.05,0-1,"Hevia,A",Black,2.414213562373095,2.0,5.0,2.414213562373095,28.242640687119287,13.828427124746192,1.0,2.0,12.0,8.94427190999916,34.55634918610404,38.48528137423857,12.071067811865477,15.556349186104049,20.71697094474451,7.0
1894,ICC Open Final 2016,2016.06.05,1-0,"Grischuk,A",Black,0,3.0,6.47213595499958,4.414213562373095,24.313708498984763,11.358485472372255,2.23606797749979,4.414213562373095,22.0,2.23606797749979,12.727922061357857,17.899494936611667,4.0,29.38477631085024,17.88854381999832,15.0
1895,ICC Open Final 2016,2016.06.05,1-0,"Grischuk,A",White,1.0,2.0,1.0,2.0,3.0,2.414213562373095,3.0,2.414213562373095,4.0,6.708203932499369,4.242640687119286,11.071067811865476,7.242640687119285,5.656854249492381,4.47213595499958,22.0
1896,ICC Open Final 2016,2016.06.05,0-1,"Grischuk,A",White,5.414213562373095,0.0,1.0,2.0,4.414213562373095,0,1.0,4.414213562373095,62.0,11.180339887498949,9.899494936611667,17.071067811865476,34.97056274847714,12.727922061357855,15.652475842498529,8.0
1897,ICC Open Final 2016,2016.06.05,1/2-1/2,"Grischuk,A",Black,1.0,10.414213562373096,3.414213562373095,10.485281374238571,1.0,0,4.82842712474619,2.414213562373095,13.0,2.23606797749979,8.485281374238571,9.65685424949238,2.0,1.4142135623730951,6.708203932499369,4.0
1898,GCT Rapid Paris 2016,2016.06.09,0-1,"So,W",White,3.0,0.0,1.0,2.0,2.0,5.82842712474619,2.0,1.0,11.0,6.708203932499369,8.485281374238571,16.556349186104047,18.48528137423857,9.899494936611665,15.652475842498529,10.0
1899,GCT Rapid Paris 2016,2016.06.09,0-1,"Vachier Lagrave,M",Black,2.414213562373095,2.0,2.0,4.414213562373095,7.65685424949238,0,1.0,0,0.0,4.47213595499958,1.4142135623730951,1.4142135623730951,2.0,5.656854249492381,5.8863495173726745,14.0
1900,GCT Rapid Paris 2016,2016.06.09,1-0,"Aronian,L",White,4.414213562373095,2.0,2.0,4.82842712474619,3.414213562373095,0,1.0,5.242640687119285,3.0,4.47213595499958,14.142135623730951,28.627416997969526,17.899494936611667,18.384776310850235,15.652475842498529,11.0
1901,GCT Rapid Paris 2016,2016.06.09,0-1,"Caruana,F",Black,3.0,4.414213562373095,0.0,1.0,23.538825359871204,1.0,1.0,2.0,8.0,9.53663105724556,4.242640687119286,6.414213562373095,10.242640687119286,1.4142135623730951,11.180339887498949,17.0
1902,GCT Rapid Paris 2016,2016.06.09,1/2-1/2,"Nakamura,Hi",White,2.0,0.0,3.414213562373095,2.0,3.414213562373095,0,1.4142135623730951,1.0,8.0,11.180339887498949,7.0710678118654755,8.242640687119284,5.82842712474619,9.899494936611667,2.23606797749979,3.0
1903,GCT Rapid Paris 2016,2016.06.10,0-1,"Topalov,V",Black,3.414213562373095,3.414213562373095,0.0,1.0,2.0,0,1.0,5.414213562373095,0.0,22.360679774997898,10.485281374238571,24.48528137423857,3.0,7.0710678118654755,6.708203932499369,6.0
1904,GCT Rapid Paris 2016,2016.06.10,1/2-1/2,"Giri,A",White,2.0,1.0,0.0,2.414213562373095,2.0,2.0,0,1.0,5.0,4.47213595499958,5.656854249492381,6.82842712474619,8.242640687119286,4.242640687119285,6.708203932499369,9.0
1905,GCT Rapid Paris 2016,2016.06.10,1/2-1/2,"Fressinet,L",Black,1.0,32.52691193458119,3.414213562373095,2.0,3.0,1.0,9.122417494872465,0,3.0,12.47213595499958,8.485281374238571,0.0,33.62741699796953,8.485281374238571,6.708203932499369,49.0
1906,GCT Rapid Paris 2016,2016.06.10,1-0,"Kramnik,V",White,4.414213562373095,2.8284271247461903,3.414213562373095,2.0,4.0,3.0,1.0,2.0,9.0,2.23606797749979,1.4142135623730951,2.414213562373095,10.485281374238571,9.899494936611665,35.77708763999664,28.0
1907,GCT Blitz Paris 2016,2016.06.11,1/2-1/2,"So,W",White,0,5.242640687119286,0.0,2.0,3.414213562373095,0,2.414213562373095,0,8.0,2.23606797749979,0.0,5.82842712474619,2.0,1.4142135623730951,11.180339887498949,5.0
1908,GCT Blitz Paris 2016,2016.06.11,1/2-1/2,"Caruana,F",White,5.0,3.0,2.0,2.0,3.0,4.414213562373095,1.0,0,10.0,11.180339887498949,24.04163056034262,5.414213562373095,17.48528137423857,4.242640687119286,17.88854381999832,6.0
1909,GCT Blitz Paris 2016,2016.06.11,1/2-1/2,"Vachier Lagrave,M",Black,20.414213562373096,2.0,2.0,3.23606797749979,4.82842712474619,3.414213562373095,1.0,18.066689404871624,33.0,6.708203932499369,4.242640687119286,6.656854249492381,19.55634918610405,14.142135623730953,2.23606797749979,25.0
1910,GCT Blitz Paris 2016,2016.06.11,1-0,"Aronian,L",White,2.0,1.0,2.0,2.0,3.0,3.0,0,1.0,4.0,6.708203932499369,5.65685424949238,3.8284271247461903,3.414213562373095,7.0710678118654755,15.652475842498529,2.0
