Disease,County,Year,Sex,Cases,Population,Rate,Lower 95% CI,Upper 95% CI,Annotation Code
Gonorrhea,Alameda,2001,Female,1106,746596,148.1,139.5,157.1,
Gonorrhea,Alameda,2001,Male,1009,718968,140.3,131.8,149.3,
Gonorrhea,Alameda,2001,Total,2137,1465564,145.8,139.7,152.1,
Gonorrhea,Alameda,2002,Female,1044,747987,139.6,131.2,148.3,
Gonorrhea,Alameda,2002,Male,985,720481,136.7,128.3,145.5,
Gonorrhea,Alameda,2002,Total,2037,1468468,138.7,132.8,144.9,
Gonorrhea,Alameda,2003,Female,842,747441,112.7,105.2,120.5,
Gonorrhea,Alameda,2003,Male,791,719746,109.9,102.4,117.8,
Gonorrhea,Alameda,2003,Total,1635,1467187,111.4,106.1,117,
Gonorrhea,Alameda,2004,Female,877,746723,117.4,109.8,125.5,
Gonorrhea,Alameda,2004,Male,932,718817,129.7,121.5,138.3,
Gonorrhea,Alameda,2004,Total,1812,1465540,123.6,118,129.5,
Gonorrhea,Alameda,2005,Female,1080,743878,145.2,136.7,154.1,
Gonorrhea,Alameda,2005,Male,998,716004,139.4,130.9,148.3,
Gonorrhea,Alameda,2005,Total,2082,1459882,142.6,136.6,148.9,
Gonorrhea,Alameda,2006,Female,1162,746458,155.7,146.9,164.9,
Gonorrhea,Alameda,2006,Male,1144,718381,159.2,150.2,168.7,
Gonorrhea,Alameda,2006,Total,2313,1464839,157.9,151.5,164.5,
Gonorrhea,Alameda,2007,Female,1210,752302,160.8,151.9,170.2,
Gonorrhea,Alameda,2007,Male,1157,724099,159.8,150.7,169.3,
Gonorrhea,Alameda,2007,Total,2369,1476401,160.5,154.1,167,
Gonorrhea,Alameda,2008,Female,972,760122,127.9,120,136.2,
Gonorrhea,Alameda,2008,Male,921,731659,125.9,117.9,134.3,
Gonorrhea,Alameda,2008,Total,1893,1491781,126.9,121.2,132.7,
Gonorrhea,Alameda,2009,Female,738,765745,96.4,89.6,103.6,
Gonorrhea,Alameda,2009,Male,932,738082,126.3,118.3,134.6,
Gonorrhea,Alameda,2009,Total,1670,1503827,111.1,105.8,116.5,
Gonorrhea,Alameda,2010,Female,934,772307,120.9,113.3,128.9,
Gonorrhea,Alameda,2010,Male,989,743019,133.1,124.9,141.7,
Gonorrhea,Alameda,2010,Total,1924,1515326,127,121.4,132.8,
Gonorrhea,Alameda,2011,Female,658,780541,84.3,78,91,
Gonorrhea,Alameda,2011,Male,846,751841,112.5,105.1,120.4,
Gonorrhea,Alameda,2011,Total,1505,1532382,98.2,93.3,103.3,
Gonorrhea,Alameda,2012,Female,643,791623,81.2,75.1,87.8,
Gonorrhea,Alameda,2012,Male,904,763258,118.4,110.8,126.4,
Gonorrhea,Alameda,2012,Total,1548,1554881,99.6,94.7,104.6,
Gonorrhea,Alameda,2013,Female,729,803345,90.7,84.3,97.6,
Gonorrhea,Alameda,2013,Male,1128,774856,145.6,137.2,154.3,
Gonorrhea,Alameda,2013,Total,1859,1578201,117.8,112.5,123.3,
Gonorrhea,Alameda,2014,Female,842,814986,103.3,96.5,110.5,
Gonorrhea,Alameda,2014,Male,1432,786071,182.2,172.9,191.8,
Gonorrhea,Alameda,2014,Total,2277,1601057,142.2,136.4,148.2,
Gonorrhea,Alameda,2015,Female,939,825325,113.8,106.6,121.3,
Gonorrhea,Alameda,2015,Male,1856,796390,233.1,222.6,243.9,
Gonorrhea,Alameda,2015,Total,2799,1621715,172.6,166.3,179.1,
Gonorrhea,Alameda,2016,Female,832,833118,99.9,93.2,106.9,
Gonorrhea,Alameda,2016,Male,2211,804648,274.8,263.5,286.5,
Gonorrhea,Alameda,2016,Total,3047,1637766,186,179.5,192.8,
Gonorrhea,Alameda,2017,Female,1026,839632,122.2,114.8,129.9,
Gonorrhea,Alameda,2017,Male,2547,811687,313.8,301.7,326.2,
Gonorrhea,Alameda,2017,Total,3583,1651319,217,209.9,224.2,
Gonorrhea,Alameda,2018,Female,1104,845084,130.6,123,138.6,
Gonorrhea,Alameda,2018,Male,2641,817691,323,310.8,335.5,
Gonorrhea,Alameda,2018,Total,3777,1662775,227.2,220,234.5,
Gonorrhea,Alpine,2001,Female,0,589,0,0,624.3,#
Gonorrhea,Alpine,2001,Male,0,648,0,0,567.7,#
Gonorrhea,Alpine,2001,Total,0,1237,0,0,297.8,#
Gonorrhea,Alpine,2002,Female,0,594,0,0,619.1,#
Gonorrhea,Alpine,2002,Male,0,654,0,0,562.5,#
Gonorrhea,Alpine,2002,Total,0,1248,0,0,295.1,#
Gonorrhea,Alpine,2003,Female,0,596,0,0,617,#
Gonorrhea,Alpine,2003,Male,0,653,0,0,563.3,#
Gonorrhea,Alpine,2003,Total,0,1249,0,0,294.9,#
Gonorrhea,Alpine,2004,Female,0,607,0,0,605.9,#
Gonorrhea,Alpine,2004,Male,0,659,0,0,558.2,#
Gonorrhea,Alpine,2004,Total,0,1266,0,0,291,#
Gonorrhea,Alpine,2005,Female,0,580,0,0,634,#
Gonorrhea,Alpine,2005,Male,0,628,0,0,585.7,#
Gonorrhea,Alpine,2005,Total,0,1208,0,0,304.9,#
Gonorrhea,Alpine,2006,Female,0,605,0,0,607.9,#
Gonorrhea,Alpine,2006,Male,0,650,0,0,565.9,#
Gonorrhea,Alpine,2006,Total,0,1255,0,0,293.5,#
Gonorrhea,Alpine,2007,Female,0,599,0,0,613.9,#
Gonorrhea,Alpine,2007,Male,0,649,0,0,566.8,#
Gonorrhea,Alpine,2007,Total,0,1248,0,0,295.1,#
Gonorrhea,Alpine,2008,Female,0,581,0,0,632.9,#
Gonorrhea,Alpine,2008,Male,0,627,0,0,586.6,#
Gonorrhea,Alpine,2008,Total,0,1208,0,0,304.9,#
Gonorrhea,Alpine,2009,Female,0,570,0,0,645.1,#
Gonorrhea,Alpine,2009,Male,0,610,0,0,602.9,#
Gonorrhea,Alpine,2009,Total,0,1180,0,0,312.1,#
Gonorrhea,Alpine,2010,Female,0,569,0,0,646.2,#
Gonorrhea,Alpine,2010,Male,0,606,0,0,606.9,#
Gonorrhea,Alpine,2010,Total,0,1175,0,0,313.5,#
Gonorrhea,Alpine,2011,Female,0,569,0,0,646.2,#
Gonorrhea,Alpine,2011,Male,0,601,0,0,611.9,#
Gonorrhea,Alpine,2011,Total,0,1170,0,0,314.8,#
Gonorrhea,Alpine,2012,Female,0,564,0,0,651.9,#
Gonorrhea,Alpine,2012,Male,0,602,0,0,610.9,#
Gonorrhea,Alpine,2012,Total,0,1166,0,0,315.9,#
Gonorrhea,Alpine,2013,Female,0,562,0,0,654.2,#
Gonorrhea,Alpine,2013,Male,0,602,0,0,610.9,#
Gonorrhea,Alpine,2013,Total,0,1164,0,0,316.4,#
Gonorrhea,Alpine,2014,Female,0,563,0,0,653.1,#
Gonorrhea,Alpine,2014,Male,0,598,0,0,615,#
Gonorrhea,Alpine,2014,Total,0,1161,0,0,317.2,#
Gonorrhea,Alpine,2015,Female,0,561,0,0,655.4,#
Gonorrhea,Alpine,2015,Male,0,593,0,0,620.1,#
Gonorrhea,Alpine,2015,Total,0,1154,0,0,319.2,#
Gonorrhea,Alpine,2016,Female,0,558,0,0,658.9,#
Gonorrhea,Alpine,2016,Male,0,593,0,0,620.1,#
Gonorrhea,Alpine,2016,Total,0,1151,0,0,320,#
Gonorrhea,Alpine,2017,Female,0,558,0,0,658.9,#
Gonorrhea,Alpine,2017,Male,0,588,0,0,625.4,#
Gonorrhea,Alpine,2017,Total,0,1146,0,0,321.4,#
Gonorrhea,Alpine,2018,Female,,557,,,,s
Gonorrhea,Alpine,2018,Male,,584,,,,s
Gonorrhea,Alpine,2018,Total,1,1141,87.6,2.2,487.3,*
Gonorrhea,Amador,2001,Female,,16101,,,,s
Gonorrhea,Amador,2001,Male,,19683,,,,s
Gonorrhea,Amador,2001,Total,2,35784,5.6,0.7,20.2,*
Gonorrhea,Amador,2002,Female,,16416,,,,s
Gonorrhea,Amador,2002,Male,,20119,,,,s
Gonorrhea,Amador,2002,Total,1,36535,2.7,0.1,15.2,*
Gonorrhea,Amador,2003,Female,,16572,,,,s
Gonorrhea,Amador,2003,Male,,20204,,,,s
Gonorrhea,Amador,2003,Total,1,36776,2.7,0.1,15.1,*
Gonorrhea,Amador,2004,Female,,16732,,,,s
Gonorrhea,Amador,2004,Male,,20415,,,,s
Gonorrhea,Amador,2004,Total,11,37147,29.6,14.8,53,*
Gonorrhea,Amador,2005,Female,,16990,,,,s
Gonorrhea,Amador,2005,Male,,20732,,,,s
Gonorrhea,Amador,2005,Total,8,37722,21.2,9.2,41.8,*
Gonorrhea,Amador,2006,Female,,17119,,,,s
Gonorrhea,Amador,2006,Male,,20845,,,,s
Gonorrhea,Amador,2006,Total,5,37964,13.2,4.3,30.7,*
Gonorrhea,Amador,2007,Female,,17207,,,,s
Gonorrhea,Amador,2007,Male,,20878,,,,s
Gonorrhea,Amador,2007,Total,1,38085,2.6,0.1,14.6,*
Gonorrhea,Amador,2008,Female,,17163,,,,s
Gonorrhea,Amador,2008,Male,,20701,,,,s
Gonorrhea,Amador,2008,Total,4,37864,10.6,2.9,27,*
Gonorrhea,Amador,2009,Female,,17197,,,,s
Gonorrhea,Amador,2009,Male,,20708,,,,s
Gonorrhea,Amador,2009,Total,6,37905,15.8,5.8,34.5,*
Gonorrhea,Amador,2010,Female,,17187,,,,s
Gonorrhea,Amador,2010,Male,,20445,,,,s
Gonorrhea,Amador,2010,Total,4,37632,10.6,2.9,27.2,*
Gonorrhea,Amador,2011,Female,,17058,,,,s
Gonorrhea,Amador,2011,Male,,19870,,,,s
Gonorrhea,Amador,2011,Total,5,36928,13.5,4.4,31.6,*
Gonorrhea,Amador,2012,Female,,17078,,,,s
Gonorrhea,Amador,2012,Male,,19455,,,,s
Gonorrhea,Amador,2012,Total,2,36533,5.5,0.7,19.8,*
Gonorrhea,Amador,2013,Female,,16980,,,,s
Gonorrhea,Amador,2013,Male,,19189,,,,s
Gonorrhea,Amador,2013,Total,6,36169,16.6,6.1,36.1,*
Gonorrhea,Amador,2014,Female,,17070,,,,s
Gonorrhea,Amador,2014,Male,,19344,,,,s
Gonorrhea,Amador,2014,Total,11,36414,30.2,15.1,54,*
Gonorrhea,Amador,2015,Female,,17062,,,,s
Gonorrhea,Amador,2015,Male,,19333,,,,s
Gonorrhea,Amador,2015,Total,18,36395,49.5,29.3,78.2,
Gonorrhea,Amador,2016,Female,,17063,,,,s
Gonorrhea,Amador,2016,Male,,19799,,,,s
Gonorrhea,Amador,2016,Total,14,36862,38,20.8,63.7,
Gonorrhea,Amador,2017,Female,,17312,,,,s
Gonorrhea,Amador,2017,Male,,20093,,,,s
Gonorrhea,Amador,2017,Total,20,37405,53.5,32.7,82.6,
Gonorrhea,Amador,2018,Female,,17610,,,,s
Gonorrhea,Amador,2018,Male,,20453,,,,s
Gonorrhea,Amador,2018,Total,17,38063,44.7,26,71.5,
Gonorrhea,Butte,2001,Female,17,104697,16.2,9.5,26,
Gonorrhea,Butte,2001,Male,10,101033,9.9,4.7,18.2,*
Gonorrhea,Butte,2001,Total,27,205730,13.1,8.6,19.1,
Gonorrhea,Butte,2002,Female,15,105823,14.2,7.9,23.4,
Gonorrhea,Butte,2002,Male,11,102331,10.7,5.4,19.2,*
Gonorrhea,Butte,2002,Total,26,208154,12.5,8.2,18.3,
Gonorrhea,Butte,2003,Female,79,106998,73.8,58.5,92,
Gonorrhea,Butte,2003,Male,63,103625,60.8,46.7,77.8,
Gonorrhea,Butte,2003,Total,143,210623,67.9,57.2,80,
Gonorrhea,Butte,2004,Female,75,107746,69.6,54.8,87.2,
Gonorrhea,Butte,2004,Male,71,104466,68,53.1,85.7,
Gonorrhea,Butte,2004,Total,146,212212,68.8,58.1,80.9,
Gonorrhea,Butte,2005,Female,67,108417,61.8,47.9,78.5,
Gonorrhea,Butte,2005,Male,49,105281,46.5,34.4,61.5,
Gonorrhea,Butte,2005,Total,116,213698,54.3,44.9,65.1,
Gonorrhea,Butte,2006,Female,72,109338,65.9,51.5,82.9,
Gonorrhea,Butte,2006,Male,51,106346,48,35.7,63,
Gonorrhea,Butte,2006,Total,123,215684,57,47.4,68,
Gonorrhea,Butte,2007,Female,87,110027,79.1,63.3,97.5,
Gonorrhea,Butte,2007,Male,78,107088,72.8,57.6,90.9,
Gonorrhea,Butte,2007,Total,165,217115,76,64.8,88.5,
Gonorrhea,Butte,2008,Female,30,110685,27.1,18.3,38.7,
Gonorrhea,Butte,2008,Male,36,107800,33.4,23.4,46.2,
Gonorrhea,Butte,2008,Total,66,218485,30.2,23.4,38.4,
Gonorrhea,Butte,2009,Female,26,110967,23.4,15.3,34.3,
Gonorrhea,Butte,2009,Male,24,108320,22.2,14.2,33,
Gonorrhea,Butte,2009,Total,51,219287,23.3,17.3,30.6,
Gonorrhea,Butte,2010,Female,31,111125,27.9,19,39.6,
Gonorrhea,Butte,2010,Male,30,109077,27.5,18.6,39.3,
Gonorrhea,Butte,2010,Total,61,220202,27.7,21.2,35.6,
Gonorrhea,Butte,2011,Female,30,111203,27,18.2,38.5,
Gonorrhea,Butte,2011,Male,19,109433,17.4,10.5,27.1,
Gonorrhea,Butte,2011,Total,49,220636,22.2,16.4,29.4,
Gonorrhea,Butte,2012,Female,37,111762,33.1,23.3,45.6,
Gonorrhea,Butte,2012,Male,31,110061,28.2,19.1,40,
Gonorrhea,Butte,2012,Total,69,221823,31.1,24.2,39.4,
Gonorrhea,Butte,2013,Female,70,112083,62.5,48.7,78.9,
Gonorrhea,Butte,2013,Male,73,110458,66.1,51.8,83.1,
Gonorrhea,Butte,2013,Total,143,222541,64.3,54.2,75.7,
Gonorrhea,Butte,2014,Female,147,112704,130.4,110.2,153.3,
Gonorrhea,Butte,2014,Male,153,111274,137.5,116.6,161.1,
Gonorrhea,Butte,2014,Total,301,223978,134.4,119.6,150.4,
Gonorrhea,Butte,2015,Female,160,112942,141.7,120.6,165.4,
Gonorrhea,Butte,2015,Male,155,111591,138.9,117.9,162.6,
Gonorrhea,Butte,2015,Total,315,224533,140.3,125.2,156.7,
Gonorrhea,Butte,2016,Female,152,113218,134.3,113.8,157.4,
Gonorrhea,Butte,2016,Male,172,111876,153.7,131.6,178.5,
Gonorrhea,Butte,2016,Total,324,225094,143.9,128.7,160.5,
Gonorrhea,Butte,2017,Female,148,113865,130,109.9,152.7,
Gonorrhea,Butte,2017,Male,158,112796,140.1,119.1,163.7,
Gonorrhea,Butte,2017,Total,307,226661,135.4,120.7,151.5,
Gonorrhea,Butte,2018,Female,188,114368,164.4,141.7,189.6,
Gonorrhea,Butte,2018,Male,236,113469,208,182.3,236.3,
Gonorrhea,Butte,2018,Total,424,227837,186.1,168.8,204.7,
Gonorrhea,Calaveras,2001,Female,,20794,,,,s
Gonorrhea,Calaveras,2001,Male,,20634,,,,s
Gonorrhea,Calaveras,2001,Total,2,41428,4.8,0.6,17.4,*
Gonorrhea,Calaveras,2002,Female,,21136,,,,s
Gonorrhea,Calaveras,2002,Male,,20983,,,,s
Gonorrhea,Calaveras,2002,Total,3,42119,7.1,1.5,20.8,*
Gonorrhea,Calaveras,2003,Female,,21655,,,,s
Gonorrhea,Calaveras,2003,Male,,21531,,,,s
Gonorrhea,Calaveras,2003,Total,7,43186,16.2,6.5,33.4,*
Gonorrhea,Calaveras,2004,Female,,22015,,,,s
Gonorrhea,Calaveras,2004,Male,,21909,,,,s
Gonorrhea,Calaveras,2004,Total,11,43924,25,12.5,44.8,*
Gonorrhea,Calaveras,2005,Female,,22427,,,,s
Gonorrhea,Calaveras,2005,Male,,22346,,,,s
Gonorrhea,Calaveras,2005,Total,13,44773,29,15.5,49.6,
Gonorrhea,Calaveras,2006,Female,,22693,,,,s
Gonorrhea,Calaveras,2006,Male,,22623,,,,s
Gonorrhea,Calaveras,2006,Total,9,45316,19.9,9.1,37.7,*
Gonorrhea,Calaveras,2007,Female,,22842,,,,s
Gonorrhea,Calaveras,2007,Male,,22796,,,,s
Gonorrhea,Calaveras,2007,Total,5,45638,11,3.6,25.6,*
Gonorrhea,Calaveras,2008,Female,,22864,,,,s
Gonorrhea,Calaveras,2008,Male,,22838,,,,s
Gonorrhea,Calaveras,2008,Total,1,45702,2.2,0.1,12.2,*
Gonorrhea,Calaveras,2009,Female,,22797,,,,s
Gonorrhea,Calaveras,2009,Male,,22765,,,,s
Gonorrhea,Calaveras,2009,Total,4,45562,8.8,2.4,22.5,*
Gonorrhea,Calaveras,2010,Female,,22741,,,,s
Gonorrhea,Calaveras,2010,Male,,22801,,,,s
Gonorrhea,Calaveras,2010,Total,6,45542,13.2,4.8,28.7,*
Gonorrhea,Calaveras,2011,Female,,22672,,,,s
Gonorrhea,Calaveras,2011,Male,,22727,,,,s
Gonorrhea,Calaveras,2011,Total,4,45399,8.8,2.4,22.6,*
Gonorrhea,Calaveras,2012,Female,,22628,,,,s
Gonorrhea,Calaveras,2012,Male,,22668,,,,s
Gonorrhea,Calaveras,2012,Total,5,45296,11,3.6,25.8,*
Gonorrhea,Calaveras,2013,Female,,22557,,,,s
Gonorrhea,Calaveras,2013,Male,,22560,,,,s
Gonorrhea,Calaveras,2013,Total,10,45117,22.2,10.6,40.8,*
Gonorrhea,Calaveras,2014,Female,,22530,,,,s
Gonorrhea,Calaveras,2014,Male,,22484,,,,s
Gonorrhea,Calaveras,2014,Total,19,45014,42.2,25.4,65.9,
Gonorrhea,Calaveras,2015,Female,,22492,,,,s
Gonorrhea,Calaveras,2015,Male,,22415,,,,s
Gonorrhea,Calaveras,2015,Total,18,44907,40.1,23.8,63.3,
Gonorrhea,Calaveras,2016,Female,,22436,,,,s
Gonorrhea,Calaveras,2016,Male,,22327,,,,s
Gonorrhea,Calaveras,2016,Total,13,44763,29,15.5,49.7,
Gonorrhea,Calaveras,2017,Female,,22403,,,,s
Gonorrhea,Calaveras,2017,Male,,22253,,,,s
Gonorrhea,Calaveras,2017,Total,20,44656,44.8,27.4,69.2,
Gonorrhea,Calaveras,2018,Female,21,22378,93.8,58.1,143.4,
Gonorrhea,Calaveras,2018,Male,19,22259,85.4,51.4,133.3,
Gonorrhea,Calaveras,2018,Total,40,44637,89.6,64,122,
Gonorrhea,Colusa,2001,Female,,9370,,,,s
Gonorrhea,Colusa,2001,Male,,9698,,,,s
Gonorrhea,Colusa,2001,Total,5,19068,26.2,8.5,61.2,*
Gonorrhea,Colusa,2002,Female,,9515,,,,s
Gonorrhea,Colusa,2002,Male,,9876,,,,s
Gonorrhea,Colusa,2002,Total,2,19391,10.3,1.2,37.3,*
Gonorrhea,Colusa,2003,Female,,9661,,,,s
Gonorrhea,Colusa,2003,Male,,10024,,,,s
Gonorrhea,Colusa,2003,Total,4,19685,20.3,5.5,52,*
Gonorrhea,Colusa,2004,Female,,9891,,,,s
Gonorrhea,Colusa,2004,Male,,10293,,,,s
Gonorrhea,Colusa,2004,Total,6,20184,29.7,10.9,64.7,*
Gonorrhea,Colusa,2005,Female,,10072,,,,s
Gonorrhea,Colusa,2005,Male,,10493,,,,s
Gonorrhea,Colusa,2005,Total,5,20565,24.3,7.9,56.7,*
Gonorrhea,Colusa,2006,Female,,10228,,,,s
Gonorrhea,Colusa,2006,Male,,10665,,,,s
Gonorrhea,Colusa,2006,Total,4,20893,19.1,5.2,49,*
Gonorrhea,Colusa,2007,Female,,10337,,,,s
Gonorrhea,Colusa,2007,Male,,10782,,,,s
Gonorrhea,Colusa,2007,Total,1,21119,4.7,0.1,26.4,*
Gonorrhea,Colusa,2008,Female,,10363,,,,s
Gonorrhea,Colusa,2008,Male,,10809,,,,s
Gonorrhea,Colusa,2008,Total,2,21172,9.4,1.1,34.1,*
Gonorrhea,Colusa,2009,Female,,10373,,,,s
Gonorrhea,Colusa,2009,Male,,10897,,,,s
Gonorrhea,Colusa,2009,Total,3,21270,14.1,2.9,41.2,*
Gonorrhea,Colusa,2010,Female,0,10422,0,0,35.4,#
Gonorrhea,Colusa,2010,Male,0,11043,0,0,33.4,#
Gonorrhea,Colusa,2010,Total,0,21465,0,0,17.2,#
Gonorrhea,Colusa,2011,Female,,10515,,,,s
Gonorrhea,Colusa,2011,Male,,11110,,,,s
Gonorrhea,Colusa,2011,Total,1,21625,4.6,0.1,25.8,*
Gonorrhea,Colusa,2012,Female,,10618,,,,s
Gonorrhea,Colusa,2012,Male,,11182,,,,s
Gonorrhea,Colusa,2012,Total,1,21800,4.6,0.1,25.6,*
Gonorrhea,Colusa,2013,Female,,10714,,,,s
Gonorrhea,Colusa,2013,Male,,11287,,,,s
Gonorrhea,Colusa,2013,Total,9,22001,40.9,18.7,77.6,*
Gonorrhea,Colusa,2014,Female,,10816,,,,s
Gonorrhea,Colusa,2014,Male,,11361,,,,s
Gonorrhea,Colusa,2014,Total,5,22177,22.5,7.3,52.6,*
Gonorrhea,Colusa,2015,Female,,10864,,,,s
Gonorrhea,Colusa,2015,Male,,11435,,,,s
Gonorrhea,Colusa,2015,Total,10,22299,44.8,21.5,82.5,*
Gonorrhea,Colusa,2016,Female,,10965,,,,s
Gonorrhea,Colusa,2016,Male,,11511,,,,s
Gonorrhea,Colusa,2016,Total,14,22476,62.3,34.1,104.5,
Gonorrhea,Colusa,2017,Female,,11034,,,,s
Gonorrhea,Colusa,2017,Male,,11598,,,,s
Gonorrhea,Colusa,2017,Total,16,22632,70.7,40.4,114.8,
Gonorrhea,Colusa,2018,Female,,11079,,,,s
Gonorrhea,Colusa,2018,Male,,11665,,,,s
Gonorrhea,Colusa,2018,Total,14,22744,61.6,33.7,103.3,
Gonorrhea,Contra Costa,2001,Female,397,497442,79.8,72.2,88.1,
Gonorrhea,Contra Costa,2001,Male,272,473054,57.5,50.9,64.8,
Gonorrhea,Contra Costa,2001,Total,672,970496,69.2,64.1,74.7,
Gonorrhea,Contra Costa,2002,Female,370,501572,73.8,66.4,81.7,
Gonorrhea,Contra Costa,2002,Male,299,477223,62.7,55.8,70.2,
Gonorrhea,Contra Costa,2002,Total,675,978795,69,63.9,74.4,
Gonorrhea,Contra Costa,2003,Female,313,507028,61.7,55.1,69,
Gonorrhea,Contra Costa,2003,Male,223,482677,46.2,40.3,52.7,
Gonorrhea,Contra Costa,2003,Total,536,989705,54.2,49.7,58.9,
Gonorrhea,Contra Costa,2004,Female,398,511239,77.9,70.4,85.9,
Gonorrhea,Contra Costa,2004,Male,364,486962,74.7,67.3,82.8,
Gonorrhea,Contra Costa,2004,Total,762,998201,76.3,71,82,
Gonorrhea,Contra Costa,2005,Female,511,514168,99.4,91,108.4,
Gonorrhea,Contra Costa,2005,Male,336,490062,68.6,61.4,76.3,
Gonorrhea,Contra Costa,2005,Total,847,1004230,84.3,78.8,90.2,
Gonorrhea,Contra Costa,2006,Female,466,517107,90.1,82.1,98.7,
Gonorrhea,Contra Costa,2006,Male,349,492997,70.8,63.6,78.6,
Gonorrhea,Contra Costa,2006,Total,817,1010104,80.9,75.4,86.6,
Gonorrhea,Contra Costa,2007,Female,566,522750,108.3,99.5,117.6,
Gonorrhea,Contra Costa,2007,Male,396,498501,79.4,71.8,87.7,
Gonorrhea,Contra Costa,2007,Total,969,1021251,94.9,89,101,
Gonorrhea,Contra Costa,2008,Female,465,528831,87.9,80.1,96.3,
Gonorrhea,Contra Costa,2008,Male,300,504461,59.5,52.9,66.6,
Gonorrhea,Contra Costa,2008,Total,780,1033292,75.5,70.3,81,
Gonorrhea,Contra Costa,2009,Female,392,533877,73.4,66.3,81.1,
Gonorrhea,Contra Costa,2009,Male,243,509624,47.7,41.9,54.1,
Gonorrhea,Contra Costa,2009,Total,643,1043501,61.6,56.9,66.6,
Gonorrhea,Contra Costa,2010,Female,471,538720,87.4,79.7,95.7,
Gonorrhea,Contra Costa,2010,Male,338,512934,65.9,59.1,73.3,
Gonorrhea,Contra Costa,2010,Total,821,1051654,78.1,72.8,83.6,
Gonorrhea,Contra Costa,2011,Female,518,544865,95.1,87.1,103.6,
Gonorrhea,Contra Costa,2011,Male,341,519203,65.7,58.9,73,
Gonorrhea,Contra Costa,2011,Total,862,1064068,81,75.7,86.6,
Gonorrhea,Contra Costa,2012,Female,541,550850,98.2,90.1,106.8,
Gonorrhea,Contra Costa,2012,Male,379,525235,72.2,65.1,79.8,
Gonorrhea,Contra Costa,2012,Total,932,1076085,86.6,81.1,92.4,
Gonorrhea,Contra Costa,2013,Female,442,558831,79.1,71.9,86.8,
Gonorrhea,Contra Costa,2013,Male,430,532886,80.7,73.2,88.7,
Gonorrhea,Contra Costa,2013,Total,873,1091717,80,74.8,85.4,
Gonorrhea,Contra Costa,2014,Female,461,564753,81.6,74.3,89.4,
Gonorrhea,Contra Costa,2014,Male,558,539274,103.5,95.1,112.4,
Gonorrhea,Contra Costa,2014,Total,1020,1104027,92.4,86.8,98.2,
Gonorrhea,Contra Costa,2015,Female,568,571696,99.4,91.4,107.9,
Gonorrhea,Contra Costa,2015,Male,748,546580,136.9,127.2,147,
Gonorrhea,Contra Costa,2015,Total,1317,1118276,117.8,111.5,124.3,
Gonorrhea,Contra Costa,2016,Female,644,577692,111.5,103,120.4,
Gonorrhea,Contra Costa,2016,Male,935,552382,169.3,158.6,180.5,
Gonorrhea,Contra Costa,2016,Total,1581,1130074,139.9,133.1,147,
Gonorrhea,Contra Costa,2017,Female,709,581487,121.9,113.1,131.2,
Gonorrhea,Contra Costa,2017,Male,1053,556714,189.1,177.9,200.9,
Gonorrhea,Contra Costa,2017,Total,1762,1138201,154.8,147.7,162.2,
Gonorrhea,Contra Costa,2018,Female,807,585159,137.9,128.6,147.8,
Gonorrhea,Contra Costa,2018,Male,1238,560717,220.8,208.7,233.4,
Gonorrhea,Contra Costa,2018,Total,2055,1145876,179.3,171.7,187.3,
Gonorrhea,Del Norte,2001,Female,,12253,,,,s
Gonorrhea,Del Norte,2001,Male,,15165,,,,s
Gonorrhea,Del Norte,2001,Total,2,27418,7.3,0.9,26.3,*
Gonorrhea,Del Norte,2002,Female,,12338,,,,s
Gonorrhea,Del Norte,2002,Male,,15277,,,,s
Gonorrhea,Del Norte,2002,Total,1,27615,3.6,0.1,20.2,*
Gonorrhea,Del Norte,2003,Female,,12453,,,,s
Gonorrhea,Del Norte,2003,Male,,15418,,,,s
Gonorrhea,Del Norte,2003,Total,1,27871,3.6,0.1,20,*
Gonorrhea,Del Norte,2004,Female,,12587,,,,s
Gonorrhea,Del Norte,2004,Male,,15600,,,,s
Gonorrhea,Del Norte,2004,Total,4,28187,14.2,3.9,36.3,*
Gonorrhea,Del Norte,2005,Female,,12649,,,,s
Gonorrhea,Del Norte,2005,Male,,15666,,,,s
Gonorrhea,Del Norte,2005,Total,1,28315,3.5,0.1,19.7,*
Gonorrhea,Del Norte,2006,Female,,12635,,,,s
Gonorrhea,Del Norte,2006,Male,,15641,,,,s
Gonorrhea,Del Norte,2006,Total,1,28276,3.5,0.1,19.7,*
Gonorrhea,Del Norte,2007,Female,,12697,,,,s
Gonorrhea,Del Norte,2007,Male,,15783,,,,s
Gonorrhea,Del Norte,2007,Total,2,28480,7,0.9,25.4,*
Gonorrhea,Del Norte,2008,Female,,12739,,,,s
Gonorrhea,Del Norte,2008,Male,,15832,,,,s
Gonorrhea,Del Norte,2008,Total,1,28571,3.5,0.1,19.5,*
Gonorrhea,Del Norte,2009,Female,,12720,,,,s
Gonorrhea,Del Norte,2009,Male,,15839,,,,s
Gonorrhea,Del Norte,2009,Total,3,28559,10.5,2.2,30.7,*
Gonorrhea,Del Norte,2010,Female,,12619,,,,s
Gonorrhea,Del Norte,2010,Male,,15772,,,,s
Gonorrhea,Del Norte,2010,Total,1,28391,3.5,0.1,19.6,*
Gonorrhea,Del Norte,2011,Female,,12604,,,,s
Gonorrhea,Del Norte,2011,Male,,15619,,,,s
Gonorrhea,Del Norte,2011,Total,1,28223,3.5,0.1,19.7,*
