Name in English,Degree of endangerment,Number of speakers,Latitude,Longitude,Countries
Shompen,Critically endangered,100,7.0245,93.8232,India
Soo,Critically endangered,100,2.161,34.5986,Uganda
Tai Nora,Critically endangered,100,26.8485,94.5648,India
Tai Rong,Critically endangered,100,26.9024,94.757,India
Tangam,Critically endangered,100,29.1473,94.5538,India
Tariana (Brazil),Critically endangered,100,0.9228,-67.5439,Brazil
Tirahi,Critically endangered,100,34.3139,70.3729,Afghanistan
"Ute (Colorado, Southern Ute)",Severely endangered,100,37.115,-107.6331,United States of America
Vehes,Severely endangered,100,-6.9427,146.9311,Papua New Guinea
Wik Ngathan,Definitely endangered,100,-14.9561,141.8884,Australia
Xokleng,Critically endangered,100,-26.5522,-49.0779,Brazil
Yangkam,Critically endangered,100,9.1048,9.8904,Nigeria
Yarawata,Severely endangered,98,-4.9377,145.4946,Papua New Guinea
O'odham (Mexico),Definitely endangered,94,31.5188,-112.7472,Mexico
Samosa,Severely endangered,94,-5.0116,145.5386,Papua New Guinea
Mindiri,Severely endangered,93,-5.5517,146.1538,Papua New Guinea
Usu,Severely endangered,93,-5.2851,145.4974,Papua New Guinea
