Country,Name,Status,Speakers,Latitude,Longitude
Mexico,River Guarijío,Vulnerable,617,27.5196,-109.2525
Brazil,Yuhup (Brazil),Vulnerable,617,-1.0546,-69.3896
Mexico,Ocoyoacac Otomí,Severely endangered,609,19.2716,-99.4613
Cameroon,Akum,Critically endangered,600,6.73,9.9316
Nigeria,Akum,Critically endangered,600,6.73,9.9316
Solomon Is.,Blablanga,Definitely endangered,600,-8.206,159.4638
Cameroon,Bubia,Severely endangered,600,4.0204,9.2037
United States of America,Chickasaw,Severely endangered,600,34.6,-96.8161
Brazil,Desano (Brazil),Definitely endangered,600,0.0878,-67.9394
Italy,Faetar,Definitely endangered,600,41.3265,15.1721
Brazil,Hixkaryána,Vulnerable,600,-0.5493,-58.5131
Solomon Is.,Hoava,Vulnerable,600,-8.1883,157.6036
Venezuela,Hodi,Vulnerable,600,6.075,-65.6323
Peru,Iñapari,Critically endangered,600,-12.0822,-69.7412
Chad,Koke,Severely endangered,600,10.8575,18.1315
Indonesia,Kowiai,Vulnerable,600,-3.9437,134.0881
Brazil,Kuikuro,Vulnerable,600,-12.35,-53.21
Indonesia,Laiyolo,Definitely endangered,600,-6.3862,120.4733
Sudan,Mo'da,Critically endangered,600,6.5008,29.9377
Russia,Northern Selkup,Severely endangered,600,65.7035,82.4441
Cook Is.,Penrhyn,Severely endangered,600,-9.0153,-158.0218
Australia,Pintupi,Vulnerable,600,-22.8882,128.3203
Colombia,Piratapuya (Colombia),Critically endangered,600,0.8333,-69.5
Ecuador,Siona / Secoya (Ecuador),Severely endangered,600,-0.0659,-76.3989
Palau,Sonsorol,Severely endangered,600,7.4278,134.5495
Solomon Is.,Teanu,Definitely endangered,600,-11.6219,166.9633
Brazil,Yaminahua (Brazil),Vulnerable,600,-10.6606,-69.6972
Colombia,Andoke,Severely endangered,597,-0.769,-72.2351
Mexico,Southern Tlapanec,Severely endangered,592,16.7325,-98.6034
New Caledonia,Orowe,Definitely endangered,587,-21.4223,165.4678
Bolivia,Mosetén,Severely endangered,585,-15.4113,-67.5
Laos,Chatong,Definitely endangered,580,15.65,107.1166
Norfolk Island,Norfolk-Pitcairn (Norfolk),Definitely endangered,580,-29.0225,167.9425
Canada,Nunatsiavummiutut,Definitely endangered,575,56.532,-61.7408
Canada,Shuswap,Definitely endangered,570,51.7886,-122.2286
New Caledonia,Xaragure,Vulnerable,566,-21.8054,166.4964
Brazil,Tapirapé,Vulnerable,564,-10.6606,-50.4602
Mexico,Lacandón,Critically endangered,563,16.706,-91.0641
Mexico,Zapotec of Zimatlán de Álvarez,Definitely endangered,562,16.8666,-96.7833
Canada,Chilcotin,Definitely endangered,560,52.031,-123.1678
Bolivia,Chácobo,Definitely endangered,550,-11.3454,-65.8135
Solomon Is.,Gao,Vulnerable,550,-8.3514,159.8167
Central African Rep.,Geme,Critically endangered,550,8.4941,20.6378
Papua New Guinea,Karore,Vulnerable,550,-6.1542,149.8205
Colombia,Yuhup (Colombia),Definitely endangered,550,-0.5493,-69.9169
Mexico,Western Tlapanec,Vulnerable,549,17.4101,-99.2423
Russia,Hinukh,Definitely endangered,548,42.1801,45.977
Papua New Guinea,Anuki,Definitely endangered,542,-9.6522,149.7656
Mauritania,Imeraguen,Definitely endangered,534,18.9166,-15.996
Nepal,Narpa,Definitely endangered,533,28.7315,84.261
Mexico,Akatek (Mexico),Vulnerable,532,16.7823,-93.1061
Canada,Naskapi,Vulnerable,525,54.903,-66.802
Russia,Archi,Definitely endangered,524,41.9839,46.8127
Brazil,Yawanawá,Vulnerable,519,-10.8333,-70.0927
Nepal,Raute,Severely endangered,518,28.9744,80.7969
Mexico,Seri,Vulnerable,518,29.2333,-112.2
Mexico,Western Popoloc,Severely endangered,516,18.4141,-98.0176
United States of America,Yaqui (United States of America),Definitely endangered,510,32.1158,-111.0638
Brazil,Kalapalo,Vulnerable,506,-12.1574,-53.2521
Russia,Nganasan,Severely endangered,505,72.816,91.582
Mexico,Jakaltek (Mexico),Severely endangered,504,16.3137,-93.2084
Mexico,Zapotec of San Antonino el Alto,Definitely endangered,504,16.8166,-97.0333
India,Purum,Critically endangered,503,24.3521,93.5925
Laos,Aheu,Definitely endangered,500,18.4333,104.5
Peru,Amahuaca,Severely endangered,500,-10.8764,-72.29
Ethiopia,Anfillo,Critically endangered,500,8.5049,34.7415
Croatia,Arbanasi,Severely endangered,500,44.0994,15.2545
Venezuela,Baniva,Severely endangered,500,2.8333,-67.5219
Philippines,Bataan Ayta,Definitely endangered,500,14.4324,120.4788
Georgia,Bats,Severely endangered,500,42.0982,45.0878
Bhutan,Black Mountain,Definitely endangered,500,27.1955,90.43
Indonesia,Busoa,Vulnerable,500,-5.5722,122.6074
Cambodia,Chong,Severely endangered,500,12.9506,102.0374
Thailand,Chong,Severely endangered,500,12.9506,102.0374
Pakistan,Domaaki,Severely endangered,500,36.0979,73.9627
Myanmar,Ganan,Severely endangered,500,24.2317,95.3778
United States of America,Havasupai,Definitely endangered,500,36.2429,-112.6897
Thailand,Kensiw (Thailand),Severely endangered,500,7.1712,99.7915
China,Khmin,Vulnerable,500,22.0469,100.8065
Russia,Khvarshi,Definitely endangered,500,42.3417,46.1212
India,Kundal Shahi,Definitely endangered,500,34.55,73.8833
Pakistan,Kundal Shahi,Definitely endangered,500,34.55,73.8833
Vietnam,Laghuu,Definitely endangered,500,23.6166,105.6833
Vietnam,Laha (Lao Cai),Definitely endangered,500,22.0333,103.75
Vietnam,Laha (Son La),Definitely endangered,500,21.4666,103.75
Cameroon,Langa,Severely endangered,500,6.5404,11.6427
Papua New Guinea,Laxudumau,Vulnerable,500,-2.8922,151.2467
Cameroon,Majera,Critically endangered,500,11.3231,14.9839
United States of America,Maliseet-Passamaquoddy,Severely endangered,500,44.9572,-67.0496
United States of America,Mikasuki,Vulnerable,500,26.3202,-80.9877
Senegal,Mlomp,Critically endangered,500,12.7421,-16.4904
Indonesia,Onin,Vulnerable,500,-2.9745,132.2383
Indonesia,Ormu,Vulnerable,500,-2.5136,140.6675
Guinea,Palikur (French Guyana),Severely endangered,500,3.908,-51.9873
Brazil,Pemon (Brazil),Vulnerable,500,4.664,-60.216
Peru,Quechua of Chachapoyas,Critically endangered,500,-6.2606,-77.7722
China,Samatu,Critically endangered,500,24.2105,98.9655
Nepal,Seke,Vulnerable,500,28.9282,83.8249
Colombia,Siona / Secoya (Colombia),Critically endangered,500,0.493,-76.2464
Norway,South Saami,Severely endangered,500,64.2063,13.4802
Sweden,South Saami,Severely endangered,500,64.2063,13.4802
Indonesia,Taikat,Definitely endangered,500,-2.8429,140.846
Indonesia,Taloki,Definitely endangered,500,-4.5928,122.8628
Chad,Tamki,Critically endangered,500,11.48,18.2125
Honduras,Tawahka,Severely endangered,500,15.3602,-85.1373
Thailand,Thavung (Thailand),Severely endangered,500,17.3168,103.5142
Indonesia,Tomadino,Definitely endangered,500,-2.5836,121.9729
Indonesia,Toratán,Definitely endangered,500,1.0354,124.7985
Tunisia,Tunisian Judeo-Arabic (Tunisia),Critically endangered,500,33.8795,10.0634
Nicaragua,Ulwa,Severely endangered,500,12.8894,-83.5779
United States of America,"Ute (Colorado, Ute Mountain)",Severely endangered,500,37.2105,-108.7223
Australia,Walmajarri,Definitely endangered,500,-19.9939,125.5297
Venezuela,Warekena (Venezuela),Severely endangered,500,2.5479,-67.2802
Dem. Rep. Congo,Boguru,Critically endangered,494,4.3902,29.2016
Sudan,Boguru,Critically endangered,494,4.3902,29.2016
Brazil,Pukobyê,Vulnerable,494,-5.3316,-46.7138
Laos,Swoeng,Definitely endangered,492,15.3333,106.75
Sudan,Wali,Critically endangered,487,11.9372,29.3005
Brazil,Gavião do Pará,Vulnerable,476,-5.1784,-48.999
Canada,Malecite,Definitely endangered,475,46.8023,-67.6686
United States of America,Malecite,Definitely endangered,475,46.8023,-67.6686
Brazil,Ninam (Brazil),Vulnerable,466,3.1185,-62.9736
Brazil,Zoró,Vulnerable,464,-10.9519,-61.0729
Brazil,Sanema (Brazil),Vulnerable,462,2.8113,-63.0615
Mexico,Ixtenco Otomí,Severely endangered,461,19.2495,-97.8943
United States of America,Ottawa (Michigan),Critically endangered,459,43.5971,-84.7752
Brazil,Kanela Apaniekra,Vulnerable,458,-6.2716,-46.1865
Micronesia,Satawal,Severely endangered,458,7.3406,147.041
Mexico,Chatino of Zacatepec,Definitely endangered,453,16.1333,-97.35
Indonesia,Demisa,Definitely endangered,450,-2.7016,136.6699
United States of America,Koasati (Louisiana),Definitely endangered,450,30.4855,-92.8494
United States of America,Koasati (Texas),Definitely endangered,450,30.7155,-94.6965
Peru,Nanti,Vulnerable,450,-11.6629,-72.6965
Ethiopia,Shabo,Severely endangered,450,7.327,35.2935
Peru,Sharanahua,Severely endangered,450,-10.3365,-70.9277
Peru,Siona  Secoya (Peru),Definitely endangered,450,-0.5712,-74.8828
Vanuatu,Tolomako,Definitely endangered,450,-15.1834,166.8438
Brazil,Enawenê-Nawê,Vulnerable,445,-12.5223,-59.7656
Mexico,Valle Nacional Chinantec,Definitely endangered,442,17.7747,-96.3034
Brazil,Gavião de Rondônia,Vulnerable,436,-10.4445,-61.6992
Mexico,Tabasco Náhuatl,Critically endangered,434,18.0026,-93.3722
Papua New Guinea,Sera,Severely endangered,432,-3.0033,141.9158
Brazil,Yecuana (Brazil),Vulnerable,430,2.8552,-63.3251
Russia,Alabugat Tatar,Definitely endangered,422,45.4447,47.0324
Mexico,"Zapotec of the Southern mountains, eastern lowlands",Definitely endangered,420,16.2,-96.7
Mexico,Western Otomí,Severely endangered,415,19.4335,-100.3456
Canada,Moose Cree,Vulnerable,405,52.2827,-81.6276
Mexico,Tlahuica,Severely endangered,405,18.9664,-99.4137
Brazil,Katukina do Acre,Severely endangered,404,-6.4899,-69.2578
Malaysia,Abai Sungai,Definitely endangered,400,5.587,118.3695
Colombia,Barasana (Colombia),Critically endangered,400,0.0769,-70.3894
Cameroon,Beezen,Severely endangered,400,6.7518,10.0744
Sudan,Buga,Critically endangered,400,8.2495,25.7574
United States of America,Cheyenne (Oklahoma),Severely endangered,400,35.6022,-97.9766
Italy,Cimbrian,Definitely endangered,400,45.867,11.4268
Guinea-Bissau,Cobiana,Critically endangered,400,12.4017,-16.3229
Senegal,Cobiana,Critically endangered,400,12.4017,-16.3229
China,Dagur (Amur),Critically endangered,400,49.5252,127.5402
Kenya,Dahalo,Severely endangered,400,-2.2625,40.7537
Guinea,Émérillon,Severely endangered,400,2.8991,-52.8881
Bulgaria,Gagauz (Maritime),Severely endangered,400,43.2932,27.9602
Romania,Gagauz (Maritime),Severely endangered,400,43.2932,27.9602
Cameroon,Hijuk,Critically endangered,400,4.2861,10.4919
Oman,Hobyot,Severely endangered,400,16.6388,53.0612
Yemen,Hobyot,Severely endangered,400,16.6388,53.0612
Finland,Inari Saami,Severely endangered,400,68.8446,27.2817
Croatia,Istriot,Severely endangered,400,45.0541,13.7246
Indonesia,Kalao,Definitely endangered,400,-7.3134,121.0034
Brazil,Kamaiurá,Vulnerable,400,-12.1655,-53.4292
United States of America,Kickapoo (Kansas),Severely endangered,400,39.6972,-95.7089
United States of America,Kickapoo (Oklahoma),Severely endangered,400,35.4245,-97.0713
United States of America,Kickapoo (Texas),Severely endangered,400,28.6147,-100.4386
United States of America,Kiowa,Severely endangered,400,35.1016,-98.6197
Indonesia,Koroni,Definitely endangered,400,-2.6412,121.9894
India,Lamongse,Critically endangered,400,7.3134,93.6968
Nigeria,Ndunda,Severely endangered,400,6.9482,10.9698
United States of America,Northern Paiute (Nevada),Definitely endangered,400,41.9979,-117.7193
China,Pupeo,Definitely endangered,400,23.1666,105.1
Fr. Polynesia,Rapa,Severely endangered,400,-27.8973,-143.5034
China,Red Gelao (China),Critically endangered,400,26.2553,105.8571
Papua New Guinea,Sengseng,Vulnerable,400,-6.0681,150.2792
Bolivia,Sirionó,Severely endangered,400,-14.557,-63.7316
Indonesia,Talondo,Definitely endangered,400,-2.3723,119.3774
Bolivia,"Yaminahua (Bolivia, Peru)",Severely endangered,400,-10.7469,-71.7297
Peru,"Yaminahua (Bolivia, Peru)",Severely endangered,400,-10.7469,-71.7297
Mexico,Mixtec of Zapotitlán,Severely endangered,396,18.3333,-97.4666
Venezuela,Sanema (Venezuela),Vulnerable,393,4.4669,-64.1931
Botswana,Ts'ixa,Definitely endangered,390,-18.9894,23.692
Brazil,Pirahã,Vulnerable,389,-6.9264,-61.1279
Mexico,Mixtec of San Pedro Tidaá,Severely endangered,384,17.35,-97.3833
China,Yerong,Severely endangered,380,23.0732,106.0789
Colombia,A'ingae / Cofan (Colombia),Severely endangered,379,0.4525,-76.9191
Canada,Halkomelem,Severely endangered,375,48.7715,-123.6678
United States of America,Halkomelem,Severely endangered,375,48.7715,-123.6678
Brazil,Yudja,Vulnerable,362,-10.956,-53.3235
Brazil,Kisêdjê,Vulnerable,351,-11.5795,-53.031
Indonesia,Auye,Vulnerable,350,-3.5627,135.9915
Indonesia,Awyi,Vulnerable,350,-2.943,140.6359
Vanuatu,Bierebo,Vulnerable,350,-16.6539,168.1539
Indonesia,Fayu,Vulnerable,350,-3.1,136.8
Vanuatu,Labo,Vulnerable,350,-16.4492,167.4481
China,Mra,Critically endangered,350,28.3914,93.3837
India,Mra,Critically endangered,350,28.3914,93.3837
Brazil,Myky,Vulnerable,350,-12.5331,-59.5019
China,Na,Critically endangered,350,28.4638,93.3041
India,Na,Critically endangered,350,28.4638,93.3041
Brazil,Nadëb,Definitely endangered,350,-1.9771,-67.0166
Indonesia,Taje,Critically endangered,350,-0.747,120.086
Brazil,Tenharim,Severely endangered,350,-8.4071,-61.1499
Venezuela,Mako,Critically endangered,345,4.2149,-65.7421
Nepal,Barām,Critically endangered,342,28.041,84.629
Brazil,Ikpeng,Vulnerable,342,-11.7376,-53.616
Italy,Gardiol,Severely endangered,340,39.4658,15.9933
Brazil,Araweté,Vulnerable,339,-5.1347,-52.3388
Mexico,Northern Pame,Definitely endangered,337,21.9955,-99.6458
Canada,Thompson,Severely endangered,335,50.1909,-120.8431
Indonesia,Serili,Vulnerable,328,-8.1136,129.9023
Papua New Guinea,Kaningara,Vulnerable,327,-4.5784,143.3612
Mexico,Misantla Totonac,Critically endangered,325,19.865,-96.7755
New Caledonia,Nemi,Definitely endangered,325,-20.6494,164.6878
Brazil,Nambiquara do Norte,Vulnerable,323,-11.8028,-59.8095
Brazil,Matís,Vulnerable,322,-6.1405,-70.664
Brazil,Wauja,Vulnerable,321,-12.2554,-53.5899
Indonesia,Benggoi,Definitely endangered,320,-3.0748,130.0918
Brazil,Karitiana,Vulnerable,320,-9.7307,-64.0942
Brazil,Apalai,Vulnerable,317,1.2084,-55.1074
Canada,Kwak'wala,Critically endangered,315,50.7338,-127.4982
United States of America,Kwak'wala,Critically endangered,315,50.7338,-127.4982
Mexico,Southern Zoque,Definitely endangered,312,16.7138,-93.1194
Nepal,Tilung,Definitely endangered,310,27.1501,86.5077
Ethiopia,Opuuo,Critically endangered,307,8.3202,33.8873
Brazil,Panará,Vulnerable,306,-9.449,-54.5965
India,Aka,Critically endangered,300,11.0112,34.2333
Cameroon,Bakole,Critically endangered,300,4.5764,8.8439
Oman,Bathari,Critically endangered,300,17.8846,55.5853
Bhutan,Brokkat,Definitely endangered,300,27.5618,90.6152
Papua New Guinea,Duwet,Vulnerable,300,-6.4763,146.8377
Philippines,Faire Atta,Severely endangered,300,18.027,120.4929
China,Green Gelao (China),Critically endangered,300,27.7022,106.0952
Vietnam,Green Gelao (Vietnam),Critically endangered,300,23.1333,105.25
Costa Rica,Guatuso,Severely endangered,300,10.6723,-84.8256
Australia,Gupapuyngu,Vulnerable,300,-12.6624,136.549
Croatia,Istro-Romanian,Severely endangered,300,45.3907,14.436
United States of America,Jicarilla Apache,Severely endangered,300,36.9336,-106.9984
Papua New Guinea,Kandas,Vulnerable,300,-4.4121,152.7868
China,Kangjia,Severely endangered,300,36.0757,102.2991
Brazil,Kaxarari,Critically endangered,300,-9.5682,-66.1596
Indonesia,Kwansu,Vulnerable,300,-2.5383,140.2061
Indonesia,Legenyem,Vulnerable,300,-0.3186,130.7345
Iran,Mandaic,Critically endangered,300,31.3348,48.7023
Iraq,Mandaic,Critically endangered,300,31.3348,48.7023
Fr. Polynesia,Mangareva,Severely endangered,300,-23.1226,-134.978
Guinea,Mani,Critically endangered,300,9.1129,-13.2165
Sierra Leone,Mani,Critically endangered,300,9.1129,-13.2165
Thailand,Maniq,Definitely endangered,300,7.35,99.9333
Cameroon,Mono,Critically endangered,300,8.6679,14.1723
United States of America,Northern Paiute (Oregon),Critically endangered,300,43.5883,-119.0595
Laos,Phong,Definitely endangered,300,18.3333,105
Brazil,Shanenawa,Vulnerable,300,-8.1014,-70.2129
Papua New Guinea,Sissano,Critically endangered,300,-3.0129,142.0491
Finland,Skolt Saami,Severely endangered,300,69.5333,28.6269
Norway,Skolt Saami,Severely endangered,300,69.5333,28.6269
Russia,Skolt Saami,Severely endangered,300,69.5333,28.6269
Indonesia,Tarpia,Severely endangered,300,-2.3723,140.0317
Indonesia,Tause,Vulnerable,300,-2.8744,136.2469
Australia,Thaayorre,Definitely endangered,300,-15.0867,141.7167
United States of America,Tlingit (United States of America),Critically endangered,300,58.334,-133.7475
Honduras,Tol,Critically endangered,300,15.293,-87.1416
Greece,Tsakonian,Critically endangered,300,37.1712,22.7911
Nicaragua,Tuahka,Severely endangered,300,13.838,-84.4409
United States of America,Ute (Utah),Severely endangered,300,40.2329,-109.8223
Sri Lanka,Vedda,Definitely endangered,300,7.346,81.3935
Vanuatu,Vera'a,Definitely endangered,300,-13.872,167.4323
Papua New Guinea,Warapu,Severely endangered,300,-2.9876,141.9838
Indonesia,Waru,Definitely endangered,300,-3.4393,121.9921
Venezuela,Yawarana,Severely endangered,300,5.3863,-66.0058
Papua New Guinea,Yimas,Severely endangered,300,-4.6038,143.6077
Mexico,Tilapa Otomí,Severely endangered,292,18.8923,-99.2986
Brazil,Paumarí,Severely endangered,290,-5.8947,-64.5996
Brazil,Wayana (Brazil),Vulnerable,288,1.3182,-55.2612
Colombia,Achagua,Severely endangered,283,4.434,-70.8837
Brazil,Guajá,Vulnerable,283,-3.4914,-46.2963
Canada,Maniwaki Algonquin,Severely endangered,280,46.3392,-76.0485
United States of America,Alabama,Definitely endangered,275,30.7158,-94.7028
United States of America,Cocopa (Arizona),Severely endangered,275,32.608,-114.6497
Chad,Miltu,Critically endangered,272,10.2149,17.3913
Brazil,Arara do Pará,Vulnerable,271,-3.7546,-52.976
Papua New Guinea,Kaki Ae,Vulnerable,266,-7.9653,145.7858
Canada,Nisga'a,Severely endangered,265,55.2035,-129.07
Mexico,"Zapotec of the Valleys, central",Severely endangered,257,16.85,-96.6666
Papua New Guinea,Bosilewa,Vulnerable,250,-9.449,150.661
Peru,Caquinte Campa,Definitely endangered,250,-11.146,-73.4765
Canada,Gwich'in (Canada),Severely endangered,250,67.4407,-134.8272
Indonesia,Kaibobo,Definitely endangered,250,-3.1843,128.1829
Papua New Guinea,Kaiep,Vulnerable,250,-3.6666,143.8166
Indonesia,Kaiy,Vulnerable,250,-2.943,138.1777
China,Laji,Critically endangered,250,22.5304,105.885
Vanuatu,Lehali,Vulnerable,250,-13.5205,167.2998
Canada,Lillooet,Severely endangered,250,50.3326,-122.6789
Vanuatu,Löyöp,Vulnerable,250,-13.5311,167.3368
Australia,Nyangumarta,Vulnerable,250,-20.016,120.4101
Cambodia,Pear,Severely endangered,250,12.4666,102.65
Laos,Ruc,Definitely endangered,250,17.6833,105.7833
Vietnam,Ruc,Definitely endangered,250,17.6833,105.7833
Indonesia,Sause,Severely endangered,250,-3.1706,139.7515
Mexico,Texistepecan,Severely endangered,250,17.8941,-94.8163
United States of America,Winnebago (Nebraska),Severely endangered,250,42.2475,-96.4722
United States of America,Winnebago (Wisconsin),Severely endangered,250,44.2986,-90.8508
Mexico,Zapotec of San Bartolo Yautepec,Severely endangered,246,16.4333,-95.9666
Mexico,Mixtec of San Miguel Piedras,Severely endangered,243,17,-97.05
Canada,North Alaskan Inupiaq (Canada),Severely endangered,240,68.3217,-133.532
Guyana,Waiwai (Guyana),Vulnerable,240,1.5598,-58.5131
Indonesia,As,Vulnerable,230,-0.736,131.7727
Canada,Siglitun,Severely endangered,230,69.4386,-132.9998
Mexico,K'iche' (Mexico),Definitely endangered,226,19.3482,-90.7177
Mexico,Paipai,Severely endangered,226,29.65,-115.1333
Papua New Guinea,Garuwahi,Definitely endangered,225,-10.2284,150.4083
United States of America,Picuris,Vulnerable,225,36.1914,-105.7151
New Caledonia,Neku,Severely endangered,221,-21.5169,165.4568
New Caledonia,Tiri,Definitely endangered,221,-21.6141,165.7836
Botswana,Danisi,Critically endangered,220,-19.4769,25.2136
Indonesia,Emplawas,Definitely endangered,220,-8.0374,129.7375
Mexico,Mixtec of the northeast lowlands,Severely endangered,220,17.5333,-97.35
Papua New Guinea,Musom,Definitely endangered,219,-6.5391,146.9119
New Caledonia,Pwaamèi,Definitely endangered,219,-20.8767,164.7413
Mexico,"Zapotec of the Valleys, west",Definitely endangered,211,16.2666,-96.8833
Brazil,Karo,Vulnerable,208,-10.5749,-61.5893
Mexico,Cocopa (Mexico),Definitely endangered,206,32.25,-115.25
Brazil,Korúbo,Vulnerable,205,-5.8346,-70.9277
Sudan,Aja,Critically endangered,200,8.6136,25.2465
Australia,Antakirinya,Definitely endangered,200,-26.7848,134.2968
Laos,Bana,Severely endangered,200,20.4836,100.3161
Indonesia,Baras,Severely endangered,200,-1.8838,119.3774
Philippines,Batak,Definitely endangered,200,10.1081,119
Central African Rep.,Birri,Critically endangered,200,5.4902,26.8505
Indonesia,Bonggo,Severely endangered,200,-2.2461,139.5208
Russia,Central Siberian Yupik (Chukotka),Severely endangered,200,64.546,-173.128
Myanmar,Chawte,Definitely endangered,200,24.1918,94.2736
Malaysia,Che Wong,Definitely endangered,200,3.6271,102.1907
Nigeria,Defaka,Critically endangered,200,4.538,7.5311
Papua New Guinea,Doga,Definitely endangered,200,-9.6278,149.8384
Vanuatu,Dorig,Definitely endangered,200,-14.3236,167.5669
Mongolia,Dukha,Severely endangered,200,51.9307,98.9318
Vanuatu,Emae,Vulnerable,200,-17.0567,168.3956
Indonesia,Erokwanas,Vulnerable,200,-2.8113,132.6708
Pakistan,Gowro,Severely endangered,200,35.0254,72.9341
Nepal,Hayu,Critically endangered,200,27.2912,86.0696
United States of America,Hidatsa,Definitely endangered,200,47.7321,-102.6758
Russia,Ingrian,Severely endangered,200,59.7397,28.7017
Australia,Iwaidja,Vulnerable,200,-11.4592,132.55
Indonesia,Kadai,Definitely endangered,200,-1.7465,125.2606
Indonesia,Kao,Definitely endangered,200,1.1479,127.8204
Ethiopia,Karo,Critically endangered,200,5.2003,36.0681
Sudan,Kelo,Critically endangered,200,9.4463,34.0219
Solomon Is.,Kokota,Vulnerable,200,-8.0347,159.1781
Indonesia,Koneraw,Vulnerable,200,-8.3854,137.9415
Iran,Koroshi,Critically endangered,200,29.8978,52.6574
Papua New Guinea,Magori,Vulnerable,200,-10.2554,149.2108
Australia,Maung,Vulnerable,200,-11.913,133.7255
Brazil,Mehináku,Vulnerable,200,-12.5423,-53.2403
Afghanistan,Moghol,Critically endangered,200,34.3569,61.5875
Afghanistan,Ningalami,Severely endangered,200,35.2355,71.51
Philippines,Northern Alta,Severely endangered,200,15.7162,121.4085
Papua New Guinea,Numbani,Vulnerable,200,-7.5177,147.2991
Vietnam,Nung Ven,Vulnerable,200,23.15,105.2166
Kenya,Ongamo,Critically endangered,200,-2.932,37.4853
Peru,Orejón,Severely endangered,200,-2.7674,-72.9492
United States of America,Pacific Gulf Yupik,Severely endangered,200,58.1938,-155.6542
El Salvador,Pipil,Critically endangered,200,13.722,-89.7195
China,Saisiyat,Severely endangered,200,24.5977,121.0762
United States of America,Sauk-Fox,Critically endangered,200,41.9637,-92.5768
Papua New Guinea,Sepa,Vulnerable,200,-4.3245,144.9755
Vanuatu,Shark Bay,Vulnerable,200,-15.2987,167.1459
Mexico,Southern Chocho,Severely endangered,200,17.6608,-97.335
Laos,Theen,Severely endangered,200,20.2022,102.8538
Italy,Töitschu,Severely endangered,200,45.6913,7.8682
Botswana,|Xaise,Critically endangered,200,-21.2458,26.1776
Canada,Beaver,Definitely endangered,195,56.481,-121.8831
Canada,Nootka,Severely endangered,185,49.2818,-126.0627
Mexico,Tipai (Mexico),Severely endangered,184,32,-116.1166
Brazil,Uru-eu-au-au,Vulnerable,183,-11.6852,-63.6547
Mexico,Eastern Chocho,Severely endangered,181,17.7223,-97.3213
Indonesia,Bahonsuai,Definitely endangered,180,-2.2186,121.6845
Indonesia,Bedoanas,Vulnerable,180,-2.7263,132.5582
Brazil,Jarawára,Vulnerable,180,-7.2153,-65.0115
Indonesia,Keder,Severely endangered,180,-2.043,139.0979
Canada,Straits Salish,Severely endangered,180,48.4457,-123.4205
United States of America,Straits Salish,Severely endangered,180,48.4457,-123.4205
Brazil,Zo'é,Vulnerable,177,0.7909,-57.1289
Canada,Central Ojibwe,Definitely endangered,175,50.2275,-86.9635
Australia,Kuurinji,Definitely endangered,175,-18.1047,129.8474
Papua New Guinea,Mwatebu,Definitely endangered,166,-10.0202,151.0537
Solomon Is.,Zazao,Critically endangered,166,-8.1832,159.2269
Mexico,"Zapotec of the Southern mountains, northwest lowlands",Definitely endangered,164,16.6333,-96.95
New Caledonia,Pije,Severely endangered,161,-20.7869,164.9487
Brazil,Aweti,Vulnerable,160,-12.2053,-53.3705
Vanuatu,Koro,Definitely endangered,160,-14.3242,167.4728
Australia,Meriam Mir,Definitely endangered,160,-9.9201,144.0472
Papua New Guinea,Onjab,Vulnerable,160,-9.2973,149.1613
Canada,Tsimshian,Critically endangered,160,54.5016,-130.3832
Mexico,Chihuahua Lower Pima,Definitely endangered,159,28.686,-106.1378
Mexico,Sonora Lower Pima,Severely endangered,159,28.3716,-108.9265
Canada,Kaska,Severely endangered,155,61.9751,-132.4544
Brazil,Aikana,Definitely endangered,150,-12.651,-60.3918
United States of America,Aleut (Eastern),Critically endangered,150,54.7212,-164.4433
United States of America,Aleut (Western),Severely endangered,150,52.2304,-174.1978
Vanuatu,Amblong,Definitely endangered,150,-15.4933,166.9846
Indonesia,Arguni,Vulnerable,150,-2.6632,132.5418
United States of America,Assiniboine (United States of America),Critically endangered,150,48.4466,-114.8783
Vanuatu,Baki,Vulnerable,150,-16.7013,168.145
Colombia,Cacua,Severely endangered,150,0.9166,-69.5
Philippines,Camarines Norte Agta,Severely endangered,150,14.0135,122.8873
Brazil,Cubeo (Brazil),Definitely endangered,150,1.2713,-67.8076
United States of America,Gwich'in (United States of America),Severely endangered,150,68.1171,-145.5173
Vanuatu,Hiw,Definitely endangered,150,-13.1343,166.5671
Brazil,Katxuyana-Xikuyána,Vulnerable,150,2.043,-55.4589
Russia,Ket,Severely endangered,150,62.6236,87.7148
United States of America,Koyukon,Critically endangered,150,66.3375,-151.1608
Vanuatu,Malmariv,Vulnerable,150,-15.2656,166.9104
Philippines,Mt. Iraya Agta,Definitely endangered,150,13.459,123.5467
Peru,Ocaina (Peru),Critically endangered,150,-2.8552,-71.9824
Papua New Guinea,Papapana,Definitely endangered,150,-5.8974,155.2505
United States of America,Quechan,Definitely endangered,150,32.7279,-114.7255
Philippines,Southern Ayta,Critically endangered,150,13.027,124.1549
Russia,Tundra Yukagir,Critically endangered,150,69.1654,154.4732
Brazil,Tupari,Definitely endangered,150,-12.0876,-62.4792
Indonesia,Wari,Definitely endangered,150,-3.2173,138.4497
United States of America,Yavapai,Severely endangered,150,34.5638,-112.4453
Laos,Mlabri,Definitely endangered,149,18.4796,101.0961
Thailand,Mlabri,Definitely endangered,149,18.4796,101.0961
