Country,Name,Status,Speakers,Latitude,Longitude
Venezuela,Puinave,Definitely endangered,7377,4.434,-68.1591
Brazil,Mebengokre,Vulnerable,7266,-6.5569,-52.4707
Colombia,Tunebo,Definitely endangered,7231,6.4463,-72.0483
Venezuela,Tunebo,Definitely endangered,7231,6.4463,-72.0483
Peru,Quechua of Peruvian Amazonia,Vulnerable,7200,-2.3723,-74.1137
India,Asur,Definitely endangered,7000,22.4719,84.9023
Iran,Bashkardi,Definitely endangered,7000,28.5169,57.7551
Kenya,Burji,Vulnerable,7000,2.1857,37.9248
China,Choyi,Definitely endangered,7000,30.8519,99.6659
Iran,Gazi,Definitely endangered,7000,32.8036,51.6211
China,Guichong,Vulnerable,7000,30.8148,101.7021
Russia,Karagash,Definitely endangered,7000,47.2643,47.2412
Iran,Natanzi,Severely endangered,7000,33.452,51.3006
Iran,Nayini,Severely endangered,7000,32.8519,53.1573
Uzbekistan,Parya,Severely endangered,7000,38.5094,68.0932
Tajikistan,Parya,Severely endangered,7000,38.5094,68.0932
Afghanistan,Parya,Severely endangered,7000,38.5094,68.0932
Tanzania,Segeju,Severely endangered,7000,-4.8173,39.0783
Iran,Sivandi,Definitely endangered,7000,29.9168,51.5945
Iran,Soi,Definitely endangered,7000,31.6533,55.6787
Brazil,Tucano (Brazil),Vulnerable,7000,0.1757,-67.2363
Guyana,Wapishana (Guyana),Vulnerable,7000,2.3065,-59.6997
Central African Rep.,Yulu,Vulnerable,7000,8.3854,24.1754
Dem. Rep. Congo,Yulu,Vulnerable,7000,8.3854,24.1754
Sudan,Yulu,Vulnerable,7000,8.3854,24.1754
China,Zhaba,Vulnerable,7000,31.4,100.4734
Guatemala,Sakapultek,Definitely endangered,6973,14.9752,-91.0527
Ethiopia,Chara,Vulnerable,6932,6.479,36.3647
Micronesia,Kosraean,Severely endangered,6900,5.322,162.9904
Nauru,Kosraean,Severely endangered,6900,5.322,162.9904
Panama,Waunana (Panama),Severely endangered,6882,8.2984,-78.1018
Mexico,San Francisco del Mar Huave,Critically endangered,6874,16.3333,-94.5166
Canada,Northern East Cree,Vulnerable,6870,53.6916,-78.8011
Canada,Micmac (Canada),Vulnerable,6850,45.9646,-60.6172
Mexico,Northern Tepehuán,Definitely endangered,6802,26.4258,-107.2683
China,Miju,Vulnerable,6700,28.1155,96.2896
India,Miju,Vulnerable,6700,28.1155,96.2896
United States of America,Rio Grande Keresan,Definitely endangered,6685,35.5147,-106.3655
Mexico,Western Mazatec,Vulnerable,6639,18.1351,-96.9057
Ethiopia,Bussa,Vulnerable,6624,5.7225,37.1406
Sudan,Beli,Definitely endangered,6600,6.4736,29.2675
China,Chesu,Definitely endangered,6600,24.4211,102.0459
Sudan,Thuri,Vulnerable,6600,8.4397,25.4333
Russia,Karata,Definitely endangered,6574,42.5874,46.3348
Canada,Saulteau,Vulnerable,6558,50.5573,-98.6562
Nepal,Kumāle,Severely endangered,6533,27.788,84.548
Mexico,Lower Northwestern Otomí,Vulnerable,6509,20.1865,-100.1469
Ethiopia,Dimme,Vulnerable,6501,5.9548,36.2988
Bolivia,Chiquitano (Bolivia),Definitely endangered,6500,-16.5835,-61.6113
Sudan,Tumtum,Severely endangered,6500,10.477,30.4321
Russia,Bezhta,Definitely endangered,6461,42.1369,46.1508
Nepal,Thakali,Vulnerable,6441,28.7146,83.6478
Sudan,Dongotono,Vulnerable,6219,4.965,35.321
Brazil,Mawé,Vulnerable,6219,-3.8642,-56.7773
Russia,Shor,Severely endangered,6210,53.0544,87.7478
Mexico,Central Tlapanec,Vulnerable,6191,17.2624,-98.7482
Canada,Oji-Cree,Vulnerable,6110,53.8141,-94.8977
Sudan,Keiga,Severely endangered,6072,11.3184,29.696
Indonesia,Ampibabo Lauje,Vulnerable,6000,0.3295,120.1904
Brazil,Cashinahua (Brazil),Vulnerable,6000,-9.2603,-71.5304
Nigeria,Geji cluster,Severely endangered,6000,10.196,9.5581
Brazil,Mbya Guarani (Brazil),Vulnerable,6000,-30.1451,-50.625
Myanmar,Moklen,Definitely endangered,6000,8.1953,98.3036
Thailand,Moklen,Definitely endangered,6000,8.1953,98.3036
Nauru,Nauruan,Severely endangered,6000,-0.53,166.9221
Brazil,Nheengatu / Yeral (Brazil),Severely endangered,6000,-0.4833,-67.0166
Afghanistan,Parachi,Definitely endangered,6000,34.4658,68.637
Peru,Quechua of San Martín,Severely endangered,6000,-6.5336,-76.4428
Libya,Sawkna,Critically endangered,6000,27.252,17.7539
China,Sulung,Definitely endangered,6000,27.839,92.8784
India,Sulung,Definitely endangered,6000,27.839,92.8784
Russia,Tindi,Definitely endangered,6000,42.466,46.1453
United States of America,Western Apache,Definitely endangered,6000,33.2563,-110.4637
Brazil,Yanomami (Brazil),Vulnerable,6000,3.0746,-63.457
Tajikistan,Yazgulami,Severely endangered,6000,38.1982,71.4276
Nepal,Chantyal,Definitely endangered,5912,28.4493,83.4054
Micronesia,Mortlockese,Definitely endangered,5904,5.5811,153.5668
Brazil,Baníwa do Içana,Vulnerable,5811,1.2743,-68.291
Colombia,Baníwa do Içana,Vulnerable,5811,1.2743,-68.291
Venezuela,Baníwa do Içana,Vulnerable,5811,1.2743,-68.291
Guyana,"Akawaio (Guyana, Venezuela)",Definitely endangered,5800,5.3753,-60.5126
Venezuela,"Akawaio (Guyana, Venezuela)",Definitely endangered,5800,5.3753,-60.5126
Russia,Akhvakh,Definitely endangered,5793,42.472,46.3238
Russia,Veps,Severely endangered,5753,60.3269,34.8046
Canada,Qikiqtaaluk nigiani,Vulnerable,5740,63.7577,-68.5178
Guatemala,Sipakapense,Definitely endangered,5687,15.2121,-91.6335
Costa Rica,Bribri (Costa Rica),Vulnerable,5647,9.5596,-83.3073
Senegal,Bainouk-Gunyaamolo,Vulnerable,5635,12.7421,-16.1141
Senegal,Kwatay,Severely endangered,5625,12.4204,-16.7596
Vietnam,Baheng (Vietnam),Vulnerable,5569,22.8166,106.35
Mexico,Central Zoque,Definitely endangered,5500,17.0965,-93.2095
Pakistan,Dameli,Severely endangered,5500,35.578,71.8684
Bangladesh,Sak (Bangladesh),Severely endangered,5500,21.5041,92.2055
Pakistan,Yidgha,Definitely endangered,5500,36.0024,71.6006
Mexico,Southeastern Tarahumara,Vulnerable,5406,26.0891,-106.9645
Bolivia,Chimané,Vulnerable,5300,-15.2629,-66.8518
Sudan,Dilling,Definitely endangered,5295,12.0178,29.663
Mexico,San Dionisio del Mar Huave,Definitely endangered,5165,16.3166,-94.75
Sudan,Lafofa,Severely endangered,5140,10.3716,30.6243
Laos,Akeu,Definitely endangered,5000,21.5833,101.0166
Myanmar,Akeu,Definitely endangered,5000,21.5833,101.0166
Thailand,Akeu,Definitely endangered,5000,21.5833,101.0166
China,Anung (China),Critically endangered,5000,26.7368,98.7766
Russia,Bagvalal,Definitely endangered,5000,42.5247,46.192
Ethiopia,Bambassi,Definitely endangered,5000,9.7469,34.7662
Colombia,Barí,Vulnerable,5000,9.0261,-73.2678
Tajikistan,Bartangi,Severely endangered,5000,38.048,71.8286
China,Bokar,Vulnerable,5000,28.8735,94.3807
India,Bokar,Vulnerable,5000,28.8735,94.3807
Bhutan,Brokpa,Definitely endangered,5000,27.3766,91.9981
United States of America,Creek,Definitely endangered,5000,35.6319,-95.9616
Colombia,Cubeo (Colombia),Vulnerable,5000,1.5,-70.5
China,Dagur (Hailar),Definitely endangered,5000,48.6111,119.7949
Indonesia,Damal,Vulnerable,5000,-4.2806,137.0324
Tanzania,Dhaiso,Definitely endangered,5000,-5.0745,38.4741
India,Gorum,Definitely endangered,5000,18.667,83.0346
Bolivia,Guarayu,Definitely endangered,5000,-15.919,-62.8747
Sweden,Gutnish,Definitely endangered,5000,57.3027,18.5284
United States of America,Hopi,Vulnerable,5000,35.8721,-110.6205
Nigeria,Ilue,Critically endangered,5000,4.9185,8.2397
Oman,Jibbali,Severely endangered,5000,18.0623,52.4267
Pakistan,Kalasha,Severely endangered,5000,35.6684,71.7201
Tanzania,Kami,Severely endangered,5000,-6.8937,37.1337
China,Kathu,Definitely endangered,5000,24.136,105.249
Oman,Khojki,Severely endangered,5000,23.6193,58.5653
Namibia,Khwe,Definitely endangered,5000,-18.271,21.4892
India,Kom,Definitely endangered,5000,24.0414,93.6639
Algeria,Korandje,Severely endangered,5000,29.4049,-3.2605
Vietnam,Lachi,Definitely endangered,5000,22.5,104.1333
China,Mak,Definitely endangered,5000,25.5532,107.3809
Cook Is.,Manihiki,Definitely endangered,5000,-10.4,-161
Greece,Megleno-Romanian,Severely endangered,5000,41.1042,22.2025
Macedonia,Megleno-Romanian,Severely endangered,5000,41.1042,22.2025
India,Miji,Definitely endangered,5000,27.3351,92.5735
China,Mo'ang (China),Definitely endangered,5000,23.8421,103.9116
Vietnam,Mo'ang (Vietnam),Definitely endangered,5000,22.7833,105.3666
Italy,Molise Croatian,Severely endangered,5000,41.8787,14.7065
Morocco,Moroccan Judeo-Arabic (Morocco),Severely endangered,5000,34.0435,-5.0097
China,Namuyi,Vulnerable,5000,28.0727,101.9565
Indonesia,Padoe,Vulnerable,5000,-2.6467,121.2615
Guyana,Patamona (Guyana),Vulnerable,5000,4.5873,-59.8095
India,Pu,Critically endangered,5000,8.2549,93.1022
Venezuela,Pume,Definitely endangered,5000,6.7518,-68.247
India,Singpho,Definitely endangered,5000,27.5569,96.7456
India,Turi,Definitely endangered,5000,21.8411,87.2973
Azerbaijan,Udi (Azerbaijan),Severely endangered,5000,41.0689,47.4609
Venezuela,Yecuana (Venezuela),Vulnerable,5000,4.8501,-64.5117
Nepal,Jirel,Definitely endangered,4919,27.6419,86.2123
Russia,Dolgan,Definitely endangered,4865,71.3851,97.3388
Colombia,Romani (Colombia),Vulnerable,4858,,
Nepal,Tsum,Definitely endangered,4786,28.4723,85.008
Mexico,Northern Tlapanec,Vulnerable,4771,17.4203,-98.7814
China,Taroko,Vulnerable,4750,24.0916,121.5218
Canada,Kivallirmiutut,Vulnerable,4675,61.0982,-94.1201
Mexico,Puebla Mazatec,Vulnerable,4660,18.476,-96.8351
Mexico,Zapotec of Petapa,Definitely endangered,4613,16.8333,-95.1166
Nepal,Dungmali,Definitely endangered,4609,27.1874,87.1902
China,Saryg Yugur,Severely endangered,4600,39.2747,98.8439
Canada,Qikiqtaaluk uannangani,Vulnerable,4550,69.3878,-81.615
Sudan,Afitti,Severely endangered,4512,12.4419,30.7534
Peru,Nomatsiguenga,Severely endangered,4500,-11.3292,-74.3664
Colombia,Piapoko,Definitely endangered,4500,4.0396,-68.0712
Venezuela,Piapoko,Definitely endangered,4500,4.0396,-68.0712
Tokelau,Tokelauan,Severely endangered,4500,-9.1699,-171.8206
Indonesia,Wotu,Vulnerable,4500,-2.6303,120.888
Nepal,Wambule,Vulnerable,4471,27.1746,86.4363
Canada,Southern East Cree,Vulnerable,4455,50.587,-73.6365
Ethiopia,Arbore,Definitely endangered,4441,5.069,36.892
Sudan,Ebang,Severely endangered,4412,11.313,30.5886
Ghana,Tafi,Vulnerable,4400,6.73,0.4421
Nepal,Puma,Severely endangered,4310,26.9692,86.9004
Cameroon,Gyele,Definitely endangered,4280,2.2241,9.8986
Eq. Guinea,Gyele,Definitely endangered,4280,2.2241,9.8986
Congo,Bwisi,Definitely endangered,4248,-3.5572,11.4477
Gabon,Bwisi,Definitely endangered,4248,-3.5572,11.4477
Canada,Eastern Montagnais,Vulnerable,4180,50.2136,-66.193
Canada,Atikamekw,Vulnerable,4155,47.2104,-74.3827
Mexico,Western Zoque,Vulnerable,4100,16.9063,-91.7333
United States of America,Acoma-Laguna,Definitely endangered,4000,34.8964,-107.5816
India,Aka,Definitely endangered,4000,27.1666,92.6312
Sudan,Aka,Definitely endangered,4000,27.1666,92.6312
Guinea,Baga Manduri,Definitely endangered,4000,10.0986,-14.0405
Guinea,Baga Sitemu,Severely endangered,4000,10.1094,-14.1586
Russia,Botlikh,Definitely endangered,4000,42.6602,46.2222
India,Bunan,Definitely endangered,4000,32.7503,76.2451
Peru,Cashinahua (Peru),Definitely endangered,4000,-10.3581,-71.5869
Ecuador,Cha'palaa,Definitely endangered,4000,0.9386,-79.0055
China,Evenki (Manchuria),Severely endangered,4000,50.34,123.43
China,Gazhuo,Definitely endangered,4000,24.0959,102.5463
Russia,Godoberi,Definitely endangered,4000,42.643,46.1027
Guyana,"Kari'ña (Guyana, Suriname)",Severely endangered,4000,6.8828,-60.2929
Suriname,"Kari'ña (Guyana, Suriname)",Severely endangered,4000,6.8828,-60.2929
Israel,Lishan Didan (Israel),Severely endangered,4000,32.0383,34.7827
Laos,Maleng,Definitely endangered,4000,18.0166,105
Indonesia,Napu,Vulnerable,4000,-1.2882,120.2536
Indonesia,Rahambuu,Vulnerable,4000,-3.1898,121.0858
China,Shingsaba,Vulnerable,4000,27.7163,87.4731
Nepal,Shingsaba,Vulnerable,4000,27.7163,87.4731
China,Sinkiang Dagur,Definitely endangered,4000,46.7737,83.0017
Botswana,Taa,Definitely endangered,4000,-24.1367,20.1049
Sudan,Tennet,Vulnerable,4000,4.8611,33.2226
Brazil,Wapishana (Brazil),Definitely endangered,4000,2.8113,-61.2377
Peru,Yagua,Definitely endangered,4000,-3.3598,-72.3779
Brazil,Yanomám,Vulnerable,4000,3.3818,-63.8085
Venezuela,Yanomami (Venezuela),Vulnerable,4000,2.5918,-64.7314
China,Younuo Bunu,Definitely endangered,4000,25.1463,106.5405
Mauritania,Zenaga (Mauritania),Severely endangered,4000,17.3086,-13.0078
India,Baghati,Critically endangered,3976,31.194,77.0471
India,Bharmauri,Definitely endangered,3976,32.4912,76.8383
Guatemala,Uspantek,Vulnerable,3971,15.3475,-90.8684
Vietnam,Khang Quang Lam,Severely endangered,3921,22.0333,102.6666
Ghana,Konni,Vulnerable,3800,10.3311,-1.6973
Sudan,Tocho,Severely endangered,3800,10.8764,30.1135
Mexico,Mixtec of the Puebla-Oaxaca border,Definitely endangered,3791,18.1333,-97.6833
Nepal,Nupri,Definitely endangered,3776,28.6384,84.6079
Bolivia,Ayoreo,Definitely endangered,3700,-18.719,-59.6228
India,Moyon,Definitely endangered,3700,24.4171,94.378
China,Utsat,Definitely endangered,3700,18.2727,109.3871
Ethiopia,Nayi,Vulnerable,3656,7.2698,36.1724
Papua New Guinea,Mussau-Emira,Definitely endangered,3651,-1.4774,149.6392
Sudan,Narim,Definitely endangered,3623,4.9048,34.2224
Guatemala,Garífuna (Guatemala),Vulnerable,3564,15.8268,-88.7506
Nepal,Nachiring,Severely endangered,3553,27.4144,86.7521
Mexico,Eastern Popoloc,Vulnerable,3544,18.3322,-97.3471
Sudan,Nding,Critically endangered,3513,10.4121,30.6024
Myanmar,Anung (Myanmar),Severely endangered,3500,27.2,98.6333
Colombia,Camsá,Definitely endangered,3500,0.8788,-76.7724
United States of America,Crow,Definitely endangered,3500,45.5963,-107.4613
Myanmar,Sak (Myanmar),Vulnerable,3500,21.2333,93.0761
Sudan,Shwai,Critically endangered,3500,11.3184,30.4156
Indonesia,Wano,Definitely endangered,3500,-3.5463,137.9058
Canada,Northwestern Ojibwe,Vulnerable,3465,52.0016,-95.4274
Nigeria,Bakpinka,Critically endangered,3416,5.3644,8.2397
Sudan,Morokodo,Severely endangered,3400,6.0313,29.7949
Mexico,Eloxochitlán Mazatec,Vulnerable,3384,18.1754,-96.8765
Senegal,Menik,Definitely endangered,3375,12.7528,-12.2717
Panama,Teribe (Panama),Definitely endangered,3305,9.4472,-82.5166
Sudan,Tima,Severely endangered,3305,11.7033,29.1934
Ethiopia,Mursi,Vulnerable,3278,5.5831,36.5075
Indonesia,Pendau,Vulnerable,3200,0.1922,120.0091
Mexico,Ayautla Mazatec,Vulnerable,3192,18.019,-96.7441
Belize,Yucatec,Definitely endangered,3155,17.0922,-89.1221
Mexico,Sayultec,Definitely endangered,3150,17.8816,-94.9597
Mexico,Eastern Tlapanec,Vulnerable,3088,17.8135,-98.604
Azerbaijan,Juhur (Caucasus),Definitely endangered,3016,42.0044,48.2409
Russia,Juhur (Caucasus),Definitely endangered,3016,42.0044,48.2409
Libya,Awjila,Severely endangered,3000,26.6278,24.5214
Indonesia,Baleasang,Definitely endangered,3000,-0.0494,119.685
Gabon,Benga,Definitely endangered,3000,0.9997,9.8657
Eq. Guinea,Benga,Definitely endangered,3000,0.9997,9.8657
Indonesia,Besoa,Vulnerable,3000,-1.7163,120.4211
Kenya,Boni,Definitely endangered,3000,-0.8294,40.8142
Congo,Bonjo,Severely endangered,3000,1.7712,17.9598
India,Brokshat,Definitely endangered,3000,34.6478,76.4978
Azerbaijan,Budukh,Severely endangered,3000,41.1207,48.3233
Eritrea,Dahaalik,Critically endangered,3000,15.6917,40.0671
Greenland,East Greenlandic,Definitely endangered,3000,65.6061,-37.6858
Russia,Eastern Khanty,Definitely endangered,3000,61.2491,74.5092
Nigeria,Fyem,Severely endangered,3000,9.6332,8.8632
India,Geta?,Severely endangered,3000,18.2293,82.727
Nigeria,Gura,Severely endangered,3000,10.075,6.8499
Oman,Harsusi,Definitely endangered,3000,19.9372,56.2637
Ethiopia,Hozo,Definitely endangered,3000,9.3352,34.53
United States of America,Jemez,Vulnerable,3000,35.6151,-106.7242
Ghana,Kamara,Definitely endangered,3000,9.0858,-2.2576
Micronesia,Kapingamarangi,Severely endangered,3000,1.0828,154.8081
Papua New Guinea,Koitabu,Vulnerable,3000,-9.346,147.1179
Cameroon,Kuk,Definitely endangered,3000,6.4326,10.2365
China,Lai,Definitely endangered,3000,24.4871,105.216
Nepal,Limirong Tibetan,Definitely endangered,3000,29.9164,81.7617
Israel,Lishanid Noshan (Israel),Severely endangered,3000,31.7188,34.7772
Russia,Lude,Severely endangered,3000,61.5867,33.6813
Argentina,"Mbya Guarani (Argentina, Uruguay)",Severely endangered,3000,-29.6116,-57.4804
Uruguay,"Mbya Guarani (Argentina, Uruguay)",Severely endangered,3000,-29.6116,-57.4804
United States of America,"Mohawk (Akwesasne, St. Regis)",Definitely endangered,3000,45.0033,-74.6497
China,Nanay,Severely endangered,3000,49.3537,136.5243
Russia,Nanay,Severely endangered,3000,49.3537,136.5243
Indonesia,Palu'e,Definitely endangered,3000,-8.3242,121.7106
Venezuela,Panare,Vulnerable,3000,6.5445,-66.4233
Argentina,Pilagá,Vulnerable,3000,-25.4035,-58.6669
Australia,Pitjantjatjara,Vulnerable,3000,-26.0719,129.9517
Guinea,Pukur,Definitely endangered,3000,10.4013,-14.4799
Fiji,Rotuman,Vulnerable,3000,-12.5063,177.0776
Pakistan,Savi,Definitely endangered,3000,35.2085,71.845
Afghanistan,Savi,Definitely endangered,3000,35.2085,71.845
India,Sherdukpen,Vulnerable,3000,27.1935,92.351
China,Shira Yugur,Severely endangered,3000,39.1002,99.2065
India,Takahanyilang,Critically endangered,3000,6.85,93.8726
China,U,Definitely endangered,3000,23.4844,99.8404
Micronesia,Ulithian,Severely endangered,3000,10.0229,139.6801
Timor-Leste,Waima'a,Definitely endangered,3000,-8.4995,126.3372
Australia,Warlpiri,Vulnerable,3000,-20.8177,131.6601
Venezuela,Yukpa,Vulnerable,3000,9.7956,-72.9382
Canada,Western Montagnais,Vulnerable,2980,48.9635,-68.5729
Brazil,Waiwai (Brazil),Vulnerable,2916,-0.7909,-58.2714
United Kingdom of Great Britain and Northern Ireland,Jersey French,Severely endangered,2874,49.2211,-2.1368
Nepal,Bahing,Definitely endangered,2765,27.3126,86.5571
Canada,Stoney,Vulnerable,2765,51.161,-114.8533
Mexico,Southwestern Tepehuan,Vulnerable,2756,22.8349,-105.7276
Russia,Northern Mansi,Severely endangered,2746,62.6539,63.1494
Myanmar,Bisu,Definitely endangered,2740,19.715,99.6789
Thailand,Bisu,Definitely endangered,2740,19.715,99.6789
Brazil,Wari,Definitely endangered,2721,-11.7275,-65.0061
China,Pakan,Definitely endangered,2700,23.7447,105.2235
China,Yami,Vulnerable,2700,22.0512,121.5403
Sudan,Ko,Critically endangered,2683,10.6714,30.8386
Bolivia,Yuracaré,Definitely endangered,2675,-16.6888,-65.4345
India,Aimol,Critically endangered,2643,24.4971,93.6145
Nepal,Kohi,Vulnerable,2641,27.3607,86.8661
Mexico,Chatino of the western lowlands,Definitely endangered,2640,16.3049,-97.5466
Angola,Bolo,Definitely endangered,2627,-10.5526,14.9633
Sudan,Logol,Severely endangered,2600,10.8521,30.6463
Laos,Sila,Definitely endangered,2600,22.3094,102.041
Vietnam,Sila,Definitely endangered,2600,22.3094,102.041
Mexico,Pisaflores Tepehua,Vulnerable,2578,20.6883,-98.0125
Brazil,Xerente,Severely endangered,2569,-9.3356,-48.2227
Panama,Bribri (Panama),Severely endangered,2521,9.4813,-82.6174
Ecuador,Achuar,Definitely endangered,2500,-2.8991,-77.4316
Peru,Achuar,Definitely endangered,2500,-2.8991,-77.4316
Sudan,Bai,Definitely endangered,2500,8.0592,25.5102
Mali,Banka,Definitely endangered,2500,11.4261,-5.6744
Peru,Culina (Peru),Definitely endangered,2500,-9.6224,-70.7958
Chad,Gadang,Definitely endangered,2500,10.3473,17.2485
Azerbaijan,Khinalug,Severely endangered,2500,41.1579,48.0706
China,Laomian (China),Definitely endangered,2500,23.7645,100.0195
Myanmar,Laomian (Myanmar),Definitely endangered,2500,22.6833,99.25
Bhutan,Lhokpu,Definitely endangered,2500,26.9514,89.2968
Australia,Martuwangka,Vulnerable,2500,-24.1975,122.9589
Peru,Mayoruna (Peru),Vulnerable,2500,-5.5285,-73.4765
Micronesia,Pingelapese,Severely endangered,2500,6.2279,160.7107
Chile,Rapanui,Severely endangered,2500,-27.108,-109.3579
India,Remo,Severely endangered,2500,19.1659,82.6391
Tajikistan,Roshorvi,Severely endangered,2500,38.1086,72.1719
Tajikistan,Sanglechi,Severely endangered,2500,36.6585,71.4784
Afghanistan,Sanglechi,Severely endangered,2500,36.6585,71.4784
Malaysia,Semelai,Severely endangered,2500,3.1761,102.4818
Malaysia,Urak Lawoi (Malaysia),Definitely endangered,2500,6.4194,99.7869
Thailand,Urak Lawoi (Thailand),Definitely endangered,2500,7.7756,98.3306
Chad,Zirenkel,Definitely endangered,2500,12.136,18.4735
Gabon,Vumbu,Definitely endangered,2460,-1.8783,10.816
Guatemala,Mopán (Guatemala),Severely endangered,2455,16.5144,-89.4167
Colombia,Cuiba,Severely endangered,2445,6.4463,-69.9389
Venezuela,Cuiba,Severely endangered,2445,6.4463,-69.9389
Nepal,Raji,Severely endangered,2413,27.9721,82.3135
Mexico,Highland Chontal,Severely endangered,2410,16.2832,-95.857
Cameroon,Yasa,Definitely endangered,2401,2.3284,9.8464
Eq. Guinea,Yasa,Definitely endangered,2401,2.3284,9.8464
Papua New Guinea,Bumbita Arapesh,Vulnerable,2353,-3.6449,142.8002
China,Mang (China),Definitely endangered,2300,22.8293,103.1039
Vietnam,Mang (Vietnam),Definitely endangered,2300,22.35,102.9666
Mexico,Tlachichilco Tepehua,Definitely endangered,2234,20.6205,-98.1991
Canada,Blackfoot (Canada),Definitely endangered,2200,49.3535,-113.2884
Chad,Jaya,Severely endangered,2200,12.187,18.1645
Brazil,Karipuna do Amapá,Vulnerable,2200,3.3379,-51.6796
Chad,Kulfa,Definitely endangered,2200,9.9742,19.1848
Brazil,Krahô,Vulnerable,2184,-8.4071,-47.2851
Malaysia,Kristang,Severely endangered,2150,2.1935,102.256
Peru,Yine,Definitely endangered,2150,-11.4584,-73.0261
United States of America,North Alaskan Inupiaq (Kotzebue Sound),Severely endangered,2144,66.8972,-162.5855
United States of America,North Alaskan Inupiaq (North Slope),Severely endangered,2144,71.2725,-156.7749
United States of America,Seward Peninsula Inupiaq (King Island),Critically endangered,2144,64.9728,-168.0616
United States of America,Seward Peninsula Inupiaq (Little Diomede Island),Critically endangered,2144,65.755,-168.9167
United States of America,Seward Peninsula Inupiaq (Norton Sound),Critically endangered,2144,64.5433,-163.029
Brazil,Katukína-Kanamarí,Vulnerable,2100,-5.6159,-68.7304
Australia,Tiwi,Vulnerable,2100,-11.6091,130.8911
China,Zaozou,Vulnerable,2100,26.1554,99.2944
Costa Rica,Ngäbere (Costa Rica),Definitely endangered,2041,8.4723,-82.9907
India,Aiton,Severely endangered,2000,26.6523,94.2901
Australia,Anindilyakwa,Vulnerable,2000,-13.9987,136.582
Brazil,Apurinã,Definitely endangered,2000,-5.4847,-63.8964
Australia,Arrernte,Vulnerable,2000,-24.1668,132.0996
Afghanistan,Ashkun,Definitely endangered,2000,34.9973,71.0746
Philippines,Ata,Critically endangered,2000,9.6081,122.9155
Nepal,Athpahariya,Definitely endangered,2000,26.952,87.3399
Argentina,Ava-Guaraní,Definitely endangered,2000,-23.1403,-64.3359
Ethiopia,Bayso,Definitely endangered,2000,6.4081,37.749
India,Birhor,Critically endangered,2000,21.7594,85.935
Indonesia,Boano,Vulnerable,2000,0.4724,120.9979
China,Bori,Definitely endangered,2000,28.9889,94.4439
India,Bori,Definitely endangered,2000,28.9889,94.4439
Laos,Chepya,Definitely endangered,2000,21.3833,101.8166
Pakistan,Chilisso,Severely endangered,2000,35.2136,73.2396
Brazil,Culina (Brazil),Vulnerable,2000,-7.1008,-68.7744
Colombia,Damana,Definitely endangered,2000,10.9196,-73.4985
Nigeria,Duguza,Definitely endangered,2000,9.9039,9.1186
Brazil,Galibi Marworno,Vulnerable,2000,3.4256,-52.0312
Ethiopia,Gats'ama - Ganjule - Harro,Definitely endangered,2000,5.9548,37.5292
Indonesia,Gebe,Vulnerable,2000,-0.1922,129.5397
Libya,Ghadames,Vulnerable,2000,30.1166,9.5251
Italy,Griko (Calabria),Severely endangered,2000,37.9961,15.9329
Chile,Huilliche,Critically endangered,2000,-40.4803,-73.5424
Uganda,Ik,Severely endangered,2000,3.5024,34.1894
India,Jangshung,Definitely endangered,2000,31.7748,78.4753
Nepal,Jero,Vulnerable,2000,27.2241,86.3909
Guinea,Kari'ña (French Guyana),Definitely endangered,2000,5.5066,-53.6572
China,Khamnigan Mongol,Definitely endangered,2000,50.3454,114.1094
Mongolia,Khamnigan Mongol,Definitely endangered,2000,50.3454,114.1094
Russia,Khamnigan Mongol,Definitely endangered,2000,50.3454,114.1094
Nigeria,Kona,Severely endangered,2000,9.0587,11.2829
Colombia,Koreguaje,Definitely endangered,2000,1,-75
Russia,Koryak,Severely endangered,2000,61.8561,168.6621
India,Kota,Critically endangered,2000,11.4154,76.8576
Sudan,Logorik,Critically endangered,2000,11.1433,29.8306
Norway,Lule Saami,Severely endangered,2000,67.272,17.7978
Sweden,Lule Saami,Severely endangered,2000,67.272,17.7978
India,Luro,Critically endangered,2000,7.915,93.3837
Chad,Mambai,Severely endangered,2000,9.6007,14.0899
India,Milang,Definitely endangered,2000,28.488,95.2954
Argentina,Mocoví,Definitely endangered,2000,-27.6056,-59.7656
Indonesia,Momuna,Vulnerable,2000,-5,139
Thailand,Mpi,Definitely endangered,2000,18.2554,100.2227
China,Muda,Vulnerable,2000,21.8421,100.6851
Afghanistan,Munji,Severely endangered,2000,36.0379,70.6723
Vietnam,Nguon,Vulnerable,2000,17.5333,105.3833
Venezuela,Nheengatu / Yeral (Venezuela),Severely endangered,2000,1.2303,-66.8408
India,Nihali,Critically endangered,2000,20.5402,76.0913
Nepal,Nyishangba,Definitely endangered,2000,28.6423,84.1017
Canada,Ottawa (Walpole Island),Severely endangered,2000,42.6068,-82.5195
United States of America,Ottawa (Walpole Island),Severely endangered,2000,42.6068,-82.5195
Afghanistan,Prasun,Definitely endangered,2000,35.3543,71.26
China,Rukai,Vulnerable,2000,22.792,120.8104
Colombia,Sáliba,Severely endangered,2000,5.3097,-69.873
Venezuela,Sáliba,Severely endangered,2000,5.3097,-69.873
China,Sangkong,Vulnerable,2000,21.5158,100.6957
Chad,Sarwa,Definitely endangered,2000,10.5958,17.0397
